"n.sites","n.pre.Bsal.pre.treat","n.pre.Bsal.post.treat","n.post.Bsal.pre.treat","n.post.Bsal.post.treat","n.Bsal.sites","psi_bh","c_H","c_H_pro","c_H_pro_react","c_S_pro","c_S_pro_react","phi_Hb","phi_Hb_pro","phi_Hb_pro_react","delta_s_pro","delta_s_pro_react","delta_L_pro","delta_L_pro_react","e_S_pro","e_S_pro_react","e_L_pro","e_L_pro_react","g_S_pro","g_S_pro_react","d_L_pro","d_L_pro_react"
400,9,4,8,3,5,0.86023571872185,0.0500737260228721,0.785507236950868,0.786531197943435,0.910337921463069,0.99398409283127,0.737860877293395,0.845718225628166,0.856455734901627,0.365111903931364,0.737712107007438,0.054587564184388,0.167686007902276,0.818597691717441,0.945276052728123,0.61902706343946,0.780309374411052,0.228091719463444,0.123014371651281,0.143690963884792,0.796550085376332
640,7,3,4,5,5,0.286928810459771,0.181417520779581,0.283451890330225,0.29105153668098,0.427940161060519,0.901779890182527,0.730882861780399,0.883988063698115,0.9714206968541,0.742331577012408,0.541354354354041,0.0654215656853481,0.514164670754627,0.955093721666886,0.997399158891429,0.142368992108782,0.948989247693669,0.85494079632666,0.304985822175005,0.791823376033152,0.878372679541994
767,3,2,8,3,2,0.221796475681593,0.371309031340922,0.517906274353233,0.596314052417376,0.557804233411327,0.880412201374086,0.397449978210754,0.810053411985931,0.981425288380041,0.38901612101479,0.995886955459695,0.120437993862359,0.925101939289322,0.694423889229028,0.911317368873309,0.676154019432934,0.79246871191159,0.204069360532239,0.0576393927775487,0.36501842513266,0.963450439951523
717,9,3,3,5,3,0.355564334808104,0.93806000649773,0.989468466690939,0.997858247785003,0.367538623066037,0.672885098403375,0.0866141142677981,0.184680577012332,0.725417488341004,0.17806196130591,0.699209442372271,0.0259729703591408,0.198902999136978,0.195485549567663,0.734908692244622,0.233762462166278,0.53176334560078,0.352536370013934,0.00875856132359137,0.164946069478197,0.272022934971289
990,3,6,3,3,4,0.690108136488101,0.989841273915372,0.995627589743029,0.997039180927512,0.303449235289171,0.650550212986596,0.485305217253254,0.738104418695287,0.744665246948354,0.814231012572302,0.802926509776479,0.387963462628124,0.0377311866336038,0.31322558222441,0.670778624298294,0.675718723156676,0.709111937756841,0.926122918310063,0.213249398102519,0.93418875021101,0.966087403010341
258,8,7,4,10,3,0.399656138731213,0.893152045906149,0.956915197139808,0.962618129725027,0.0180671006017365,0.726845063843333,0.89487798601368,0.935013684443924,0.963386000725926,0.0293129908620147,0.908204162518121,0.0171627523212564,0.103001981679408,0.84829517930632,0.986301089774867,0.0950612393982243,0.630468779836183,0.630259226375166,0.101437237886196,0.131395024242927,0.270690553536044
106,10,4,6,6,3,0.773208508782485,0.667334159865091,0.692887026444478,0.85766214469993,0.722109523258312,0.775076429510422,0.569380277233338,0.817400504102182,0.901369438105873,0.0856602903782157,0.0820116121880943,0.0555844492104961,0.00193429282154101,0.0584728173667565,0.76992763671918,0.376308149741264,0.526794598257799,0.557589129206748,0.326484544243581,0.31785294497197,0.507662689412944
900,5,8,5,9,4,0.305556304498902,0.168939619082585,0.559723859330358,0.724465853081314,0.903379951812816,0.970634938747802,0.41665980157943,0.950154243839633,0.956142398639337,0.366325943780271,0.660185552279023,0.306417811388387,0.000480166020152281,0.296483841230883,0.589371351248271,0.770166344711394,0.924898091087341,0.0253347152312053,0.0197840100963532,0.659306445708661,0.76227830044067
364,5,2,4,7,2,0.906442714172369,0.654433960394352,0.761891871236784,0.878871071060707,0.114161552822427,0.668553587902243,0.773478123650025,0.841646805600298,0.972002678332115,0.543654110582313,0.75329251355005,0.0373091506280126,0.339957451323598,0.376435820436501,0.427469444120327,0.246804119267175,0.252226178065947,0.0197126315550413,0.0060360740920173,0.332430568738421,0.943902010239167
884,8,5,5,4,1,0.399525154090789,0.698293524205731,0.751918639697928,0.794713903279612,0.324678365509864,0.900944395505329,0.568701999778161,0.858322341537452,0.939675420167803,0.210117876193207,0.692695610883879,0.204922223495787,0.648573347594799,0.8415448227708,0.997493223499869,0.913581843720074,0.94817816569062,0.724997891381523,0.380572200327423,0.810106196586555,0.824134470291103
285,6,4,6,8,5,0.265225816509756,0.311744527032482,0.993450363668662,0.994405131992936,0.832563429312455,0.884147392167613,0.299916037516063,0.308901020262777,0.424031801148196,0.0634281217154348,0.792058243559231,0.0502845410297544,0.51663207785781,0.970911027433095,0.993113510777595,0.63810317158585,0.781159491354817,0.756170973736281,0.671131480431766,0.455016885055183,0.930373535102381
950,6,4,7,9,3,0.369112331348052,0.357794519223948,0.892433709877947,0.969848783765178,0.90169549973926,0.948122149514995,0.549045429893071,0.884682347426796,0.91574449085083,0.807359686882794,0.791494754787139,0.329837923728925,0.0640289659417085,0.661798634527251,0.960533553716575,0.679862350340537,0.731616473142074,0.84624470390582,0.822989018087598,0.650913085080893,0.999468393801147
802,4,9,6,4,2,0.613327073844755,0.0811205080183456,0.74196301422721,0.900645765332026,0.734468901057146,0.772281942406118,0.707705637768889,0.74829351895883,0.96673810585015,0.279822750793165,0.390778715922358,0.0872028262105623,0.346561141079063,0.600595854387642,0.808792097942803,0.519665479910001,0.906868370592225,0.866556916093919,0.0890523725437585,0.0868120249745902,0.699038197970841
931,6,3,3,7,3,0.520516054615332,0.177032409165171,0.7103444901011,0.935754836362333,0.351908568391507,0.742728319650022,0.654147085504676,0.747362446546693,0.764720604034248,0.6757803820848,0.191715510010812,0.186594558321773,0.0616863658749299,0.15149755518348,0.856721635131119,0.512703931358876,0.973497062077638,0.0889475623228587,0.0567286242158212,0.251372818389535,0.282154533332809
660,5,7,8,9,3,0.446695404770179,0.479892235963442,0.555345676243724,0.738449760703549,0.980751177257765,0.989544131522112,0.507674535716488,0.616046718834921,0.783576520419062,0.159522270241426,0.913549148512934,0.0209087504915919,0.901558474996203,0.187185254524625,0.98272382896759,0.265353261427861,0.463240331474912,0.696291478071595,0.358914694737927,0.917832903464767,0.929835513448962
416,8,8,5,3,2,0.995717107656156,0.306999285762152,0.307080930951185,0.682886712629932,0.538913604653929,0.683744124723603,0.739531204447104,0.826590392978515,0.972270927125007,0.792982673810306,0.430479570568143,0.400429139738281,0.217999349178904,0.773682931380626,0.872927285420522,0.739693238804652,0.791841453243281,0.882881055110134,0.859624040438367,0.591703118928452,0.71960881428254
858,3,10,7,9,4,0.980036610618699,0.316543346725986,0.384389613286855,0.880309823129959,0.612068650263012,0.996126215707454,0.191068543427647,0.701323351569937,0.83738986219737,0.286987775351992,0.36625375482107,0.180074063693299,0.153357427001052,0.782849333595601,0.991944588087636,0.865678724808013,0.898327678702591,0.469361110237148,0.260197376732313,0.746011396197998,0.76748792754879
638,4,8,9,4,4,0.712298426745995,0.658586627065879,0.793915946770892,0.96643820294232,0.782991745305876,0.805309158283358,0.0703996517869877,0.170659889709853,0.999774871727955,0.0740059398995014,0.358649409886333,0.0448857712391845,0.0835435524318818,0.29627431858913,0.781960317258117,0.9191935911312,0.969526115778964,0.844044719368732,0.0554285899184869,0.363515949605266,0.492564208901571
77,10,4,3,9,5,0.885394512334559,0.0528702268355759,0.866869387199665,0.990877960277941,0.901181625523954,0.955684643707599,0.906778708347189,0.942432074394768,0.956022834173567,0.308649101465102,0.567456561882701,0.288234897165014,0.118876744483626,0.333981638427847,0.997187060369682,0.130423151190323,0.373472715588074,0.622574403814669,0.324244867658453,0.601872582666436,0.764966918071148
804,7,8,2,3,1,0.729071483565634,0.738433855334437,0.778684072166043,0.810054981764258,0.195648397960095,0.337671080938912,0.348628542816709,0.365823895843351,0.852429643661338,0.84801442429251,0.918797057048185,0.777318513935827,0.325226304187167,0.125328029637272,0.429584677852781,0.248710501254047,0.665119914020312,0.981963145623426,0.561440728110504,0.0319529792483198,0.355978657523877
956,5,5,9,10,5,0.150114513963088,0.874233305078675,0.97998093624347,0.989173815045417,0.465432201012364,0.937141068845439,0.703703776003723,0.944618659581679,0.945983889408972,0.573285962369223,0.00274597907473799,0.461275380622577,0.000596652486331285,0.919524276831374,0.980760940533191,0.736243014553841,0.930240191302301,0.802395789870014,0.505082958879475,0.378621303155739,0.383734599712026
277,3,10,8,4,2,0.09269734315346,0.481465116933663,0.630472551801131,0.705762229185901,0.572340454927157,0.862211186466839,0.691621883067722,0.774223561980633,0.971922223712266,0.399207462399616,0.70610742597545,0.355814507136445,0.276492981200529,0.71538739825571,0.790005334989828,0.327890450895345,0.758896530552156,0.24429478605066,0.135384009464583,0.761917523278995,0.893913563493231
260,5,5,3,6,5,0.274602983903117,0.654862551893853,0.976872670641262,0.986357868459351,0.651376761224913,0.839103521720971,0.322237437567092,0.676740958084756,0.940978814928,0.292219458514359,0.137240955665638,0.258673218623329,0.117203761882721,0.759242493735743,0.831339400123053,0.350612884323369,0.456610562175821,0.282247742998437,0.0672515288926851,0.938021720025409,0.962158233624596
677,6,2,2,4,1,0.488605045712739,0.322674863170017,0.698037650769561,0.700184531167568,0.213879364716192,0.850136469265436,0.856323198611406,0.932034005687556,0.94238801886796,0.593345791977015,0.814146115983254,0.116687658570332,0.335333062426539,0.235561308128596,0.249730288903819,0.757847147441073,0.934812204219808,0.87287850916686,0.769924648446418,0.286967915163632,0.678565970618471
837,2,7,3,8,1,0.804455268959538,0.528124798971182,0.796502609700635,0.97145649644846,0.960913478062022,0.976464421773425,0.264333713610447,0.654458263052932,0.982021583407773,0.90688889807919,0.853643350822618,0.558600132566564,0.346015903324993,0.148865396990348,0.631826514080291,0.15878277360918,0.474021173033054,0.827281963434024,0.767597681148299,0.371908170958632,0.425367419281577
538,8,8,5,10,3,0.548474577514082,0.66257858653171,0.96731908848909,0.979161209401676,0.769028634600597,0.884746825670351,0.374830295876949,0.782833658317368,0.881100831628928,0.0387760358637664,0.56322772739525,0.00624146212326055,0.459908854952194,0.779338283928856,0.861694777201163,0.731206611517165,0.750599155204017,0.328138947985088,0.111782781152799,0.478087436317233,0.990059192636422
405,2,5,6,4,4,0.355021172042214,0.881061014725291,0.944436179280834,0.994679923228972,0.465803901667823,0.751157076563045,0.762025142249931,0.971708531301509,0.975983316168249,0.896503162081447,0.64683538422666,0.528836679675914,0.107040538949082,0.515159709546948,0.985035797909295,0.777849123374815,0.912692810091514,0.0410489510780899,0.0234107046799374,0.361030354596255,0.838617814493796
887,4,10,7,10,4,0.861332020841818,0.258280914899963,0.739653640580447,0.860794708389478,0.190678409403656,0.396642882573074,0.370796439322946,0.885319707408279,0.977684954279968,0.10669036908024,0.0199093300126027,0.0460353372444785,0.00540406786146244,0.802018501778459,0.840779471974666,0.631013349463534,0.795353813833637,0.298861915991711,0.0291902570307602,0.411999844423891,0.816558303743353
48,7,3,3,10,5,0.974880875596707,0.399418973693717,0.539698665024738,0.979733313080788,0.992515463645919,0.99583270302373,0.657432040251885,0.662567778326787,0.693490594892037,0.853662856773753,0.889210628821258,0.601596813026101,0.877202528222802,0.0013918657890521,0.942686973826335,0.567029102197639,0.863276435729297,0.156482893092651,0.105242486360602,0.640114277935075,0.674356905613203
696,3,7,4,8,3,0.313645630281931,0.934969280350441,0.941281670979063,0.971000479684506,0.685815898723039,0.7001700086479,0.0267816253786674,0.559286742873522,0.682291216321889,0.702492129808851,0.954392110793898,0.215770586291273,0.792889606965481,0.104618012733082,0.96413361111826,0.248392093522428,0.814419491147739,0.518481196804135,0.11494834140171,0.470272125900653,0.558174398187398
919,3,8,5,3,2,0.44026779368564,0.0248999365777941,0.671093256932837,0.728147989190988,0.102377890719566,0.456940803747343,0.695049384138104,0.774455668308015,0.828748903631136,0.340416247700877,0.208142963023065,0.295153658569727,0.205911610811701,0.794925299375085,0.909605375659335,0.324582120383042,0.659598615792148,0.615313918635901,0.0978181850810962,0.266463290084177,0.667616118595489
986,4,9,5,8,2,0.302104558221484,0.865167335632746,0.998162003375209,0.998501392502905,0.46503576401372,0.503583620120624,0.231043767531891,0.57903073639657,0.800317222539729,0.20966086757672,0.481405817261594,0.123571281083231,0.439259345481019,0.297710654619942,0.588387796652279,0.323208131607552,0.734508221441395,0.0439151253115153,0.0393614141062836,0.614871604438871,0.829156305791562
999,6,2,5,10,1,0.644194443289516,0.610680879473523,0.78703017044202,0.858417432676012,0.510609435345419,0.988348426080224,0.702451897714846,0.902388591426071,0.958173876035974,0.724403025988489,0.400590232346766,0.143122703524335,0.271237109473824,0.427215485455166,0.696444570293109,0.909008578150673,0.91203917897166,0.714380057203607,0.582187561208344,0.625600726249581,0.771565568196941
750,5,9,5,3,3,0.463139947900269,0.0404819546493003,0.100927439276048,0.171689902571973,0.653640051393746,0.768677234071058,0.902299829813605,0.913380121355241,0.942199230172998,0.702212804337661,0.938496876375005,0.584223059362075,0.38008749242591,0.995440510254353,0.995790316237636,0.663653196851886,0.874136414797663,0.129253732884536,0.0919792913718775,0.310471279619238,0.768454889941197
61,5,6,8,9,2,0.0905709395627026,0.479548126196396,0.533056989004087,0.779823866243036,0.551485139032151,0.714437867004876,0.1672206918329,0.256411271437817,0.599825518519811,0.717292278835247,0.60485438725024,0.233716547434133,0.472727375871496,0.912295662037074,0.954103813777365,0.93155745807006,0.99302783364367,0.846629128965433,0.0958834235662761,0.587693397470727,0.88086076642479
793,5,7,3,6,2,0.929801101508713,0.695304673353978,0.81189845433858,0.972054523704745,0.462876032193564,0.640420427560703,0.724851684015547,0.959319132621467,0.983687237434591,0.57948752850676,0.87936538751598,0.225012688504718,0.280226679150638,0.688452536033466,0.720733373496848,0.208174093511538,0.984027896276634,0.79404610327296,0.625549935173852,0.479466093846457,0.602983445964748
40,2,6,4,4,3,0.489579496190394,0.700891307206871,0.862327877379952,0.907669293480112,0.884388067718968,0.978779181026446,0.773970949939708,0.960229881046977,0.99953588487998,0.581417564110877,0.310240713177668,0.524095157700604,0.0521101186836181,0.0566470306183212,0.93429579445197,0.531280383473705,0.881412768212436,0.0518809829688165,0.0293357854270947,0.150937388547417,0.159145114578035
619,7,8,9,5,2,0.0105866021698108,0.319862003522925,0.80725079240998,0.865021665654258,0.00145101817231625,0.685473134541754,0.455777610967727,0.997730772692939,0.997972884364552,0.536482033533417,0.535467884747824,0.31307533813881,0.24568199895044,0.631302313386765,0.650870150363475,0.482239395435667,0.786001589910459,0.843846147817513,0.594723414745014,0.440908452023589,0.615113904401546
712,9,3,10,9,1,0.87877967164875,0.248640776957548,0.83542519608439,0.882900529139813,0.596261415090552,0.966568226256909,0.815083492419613,0.918597011416264,0.951955642182754,0.371179087953991,0.285952633680054,0.087723038403175,0.0643358127159052,0.400602944242745,0.831320855824409,0.250282842718018,0.947447963105628,0.732413592345267,0.120996164771944,0.232816154687805,0.905363967383252
310,2,8,8,7,1,0.694395144516486,0.138565755441412,0.801665302311234,0.880181347677022,0.479134285655688,0.989205957576837,0.626682286893227,0.711736240969523,0.851884183465744,0.752185855138372,0.327462237812532,0.00713715686749108,0.190859551683871,0.41944231866356,0.452095983924759,0.0528827929107472,0.984874733290308,0.921019828238082,0.484045475447229,0.48540659324592,0.950814087001878
332,6,9,3,8,5,0.689602992856316,0.520505960107571,0.720008816608932,0.764535534107898,0.890964509236813,0.897059558206609,0.352132254599361,0.927938623116256,0.959524720148072,0.70536044106374,0.739728573183063,0.106977386775412,0.0693745568292293,0.0163697740948992,0.030891375685863,0.795870482534519,0.813313481190988,0.810485385327204,0.116640090970566,0.0333519929121248,0.982501900573916
424,4,8,4,10,1,0.143364183966978,0.454140823146258,0.703814628683564,0.996854315157248,0.892689979114337,0.919591680794146,0.734067146324064,0.905261576270706,0.995013286630189,0.476167836849741,0.899256919247098,0.427271941814982,0.763311714292166,0.558165129594109,0.983487849979417,0.161822290105326,0.371186719712395,0.467962138746027,0.0526703263664455,0.167564760605525,0.365467224845663
98,6,3,4,4,4,0.822895738256862,0.693365447813622,0.800150380065795,0.828745985931767,0.72609309935919,0.737721238106692,0.786529534390359,0.861184747607795,0.986049744594802,0.226767813792406,0.760806120022293,0.0101812862552724,0.112229127314516,0.503662181769172,0.758479616824406,0.546095275762747,0.555025075359238,0.154872417810257,0.091081244184034,0.750078621186479,0.882730931828571
31,7,8,4,6,1,0.768849490773631,0.813093275013217,0.904415613874899,0.938219357429134,0.0769948944647564,0.420685999771017,0.665941212714068,0.829209032694349,0.992027302087805,0.396229489714187,0.302610775228892,0.347110788650251,0.285403918829029,0.828630272062495,0.922315638174889,0.721184593136027,0.994566717806945,0.882206480291998,0.14924230816301,0.815471517176973,0.819760670146551
393,3,2,8,8,4,0.744280814614706,0.496084394961316,0.503431563524102,0.527138124802265,0.214891886771587,0.401407574558754,0.601183164830622,0.944015300215691,0.981602011123702,0.353255432281434,0.138634807905904,0.309753094079955,0.0134691027159307,0.0519456518979976,0.549792277819552,0.277692509354558,0.37166676152648,0.0335831661164993,0.00371845595778983,0.384502235539211,0.433488194628008
824,3,8,6,2,4,0.723540715141199,0.222882581819734,0.778718794245603,0.950774849857572,0.232647564433748,0.265652469370004,0.688235229071882,0.957890753288651,0.985945244920805,0.463454495028662,0.361340478085796,0.376344227448043,0.200490643732048,0.835634250283521,0.959808361022351,0.33961941550076,0.769662554066123,0.846169470412098,0.50146755283272,0.0616839122837177,0.581666810826872
926,4,9,4,5,5,0.756456852792553,0.948179769466631,0.997624534972705,0.999064928294189,0.768175108851166,0.915000757513185,0.885621625485923,0.94133159153623,0.978898141100074,0.160593344353815,0.748324875162076,0.148268589526998,0.208792857072182,0.702045791461761,0.965260427461673,0.219056989628705,0.623238902628341,0.0606838060603477,0.0133634169815038,0.657595750875515,0.818757844532901
103,7,5,8,3,4,0.718718527185661,0.980609046304226,0.993249772556355,0.994305954991156,0.26123360686393,0.786700774036887,0.0491725119790295,0.0627421457122584,0.122535474715238,0.0108187233772362,0.815769083234761,0.00894652580167788,0.735639878386315,0.876542241961183,0.98320712812852,0.289132123726304,0.633704771212048,0.883840348024783,0.0906876194316706,0.479349858135753,0.915572776174204
673,3,9,3,7,3,0.124279202889814,0.88538135382703,0.91413145231192,0.964780233856448,0.92115697198296,0.996127703572215,0.438656056583347,0.531387782385807,0.603095794639151,0.454111517010792,0.804800896087987,0.275154812690219,0.610747570568915,0.0329722437487217,0.925963987441785,0.639823099431233,0.930804228213511,0.495975663772807,0.424820663492916,0.831796903459821,0.892957234820544
535,4,9,10,8,4,0.196862884945748,0.62164279775992,0.966807009162318,0.982310336469335,0.355608401948446,0.882913808506404,0.773399994868692,0.907043587964332,0.999019307316283,0.702181751504494,0.258166150784376,0.42999210657725,0.0204418808762906,0.0149915047036251,0.774879738302792,0.950546126835281,0.969181554580189,0.976537454293529,0.469970488003765,0.474386878601438,0.870600331303475
205,2,3,7,10,3,0.806093321090983,0.618917153127003,0.705775076228188,0.806196921201968,0.919206700372323,0.97024432710675,0.0338911478234222,0.590461071599494,0.946847946895626,0.418855382003449,0.481271610299731,0.344509970558164,0.386078838086152,0.143446440100484,0.844039441728959,0.929942872741516,0.948052570307618,0.523053837508196,0.0443413826279138,0.978987855756562,0.999798994117834
574,2,4,6,6,2,0.521826077757589,0.649686725577689,0.762526490110468,0.795733548496885,0.773164183850796,0.849251746200355,0.943648566130968,0.962078503248684,0.970162383462639,0.30465531383499,0.224240164053906,0.138810013925024,0.00173846262413388,0.86936813622776,0.988134883246947,0.729636990519008,0.885190471830174,0.296433011153899,0.0959740750437477,0.256721948259068,0.668185693256157
748,2,5,8,5,5,0.790916955482983,0.388754018155206,0.678471724007012,0.813938761209138,0.156401841879659,0.423156216636712,0.718197883237735,0.906352444311918,0.929770746290165,0.894102552861301,0.380689045584248,0.0747188241439031,0.238101050310892,0.724150813065539,0.938714468470928,0.00779931589490734,0.846982318386426,0.158509720660257,0.053345793562681,0.757333564086235,0.801364366952139
186,2,3,3,5,2,0.234722790448344,0.960800745475991,0.970275247295232,0.976671449198922,0.846265813566232,0.913752633192495,0.996755495191133,0.997983222343465,0.999655321639439,0.13521318915973,0.9404654151886,0.0516982492469244,0.5046730441828,0.748756046827557,0.908606609204881,0.235540361103974,0.376705260884945,0.333254721782939,0.0419986100762644,0.387301505509531,0.83522928285568
467,7,9,3,3,3,0.889799697152758,0.498138882486802,0.735258066831088,0.885311910092234,0.400400708879833,0.422896374501192,0.544310437148204,0.690898252622914,0.907811324845808,0.0568156858912902,0.0554791093043517,0.0016550149560719,0.00579402398501742,0.32246281330823,0.365025374454816,0.559740823106072,0.700326886778195,0.364866474862862,0.171207666748919,0.112967277522618,0.46519635024749
468,9,9,3,9,4,0.481288265841804,0.908866522832355,0.928972526833223,0.941570394556251,0.527384859068948,0.596016115856417,0.501252268767986,0.679657628727826,0.859016820531708,0.905450078642811,0.151576267177751,0.658739471089163,0.13805126202187,0.51018677118246,0.830744203232476,0.518353548151162,0.751050703386606,0.316047894667415,0.132162246840344,0.894575035508047,0.925706739008715
756,3,6,8,5,1,0.655750292096357,0.52698707265954,0.950410053137865,0.996686086131047,0.665590522810537,0.988140172204405,0.97595392669409,0.995752335252196,0.996922634175209,0.248849080865411,0.537158078278275,0.111720260079707,0.0397856326444692,0.600210970422509,0.986971811402411,0.791193246328458,0.985846968833424,0.47506591237667,0.0700254975771078,0.520534515478765,0.655406914518305
538,7,8,9,2,2,0.25160938493635,0.612534696018742,0.75313800095615,0.855350748807853,0.0713875517433975,0.566982854909098,0.148131369972718,0.459833571482532,0.547739329013418,0.0697126556339208,0.931679075398669,0.0362408168093077,0.548970847499965,0.328867408173298,0.583760238200656,0.995574261933262,0.99970583231155,0.251647090888792,0.0761865168363282,0.462773809120012,0.98131768698293
776,9,3,10,3,1,0.0114801059832796,0.599442558231251,0.65835230430021,0.898472472875608,0.106258193745115,0.614938956930101,0.646772211125912,0.837534903097131,0.873046189973951,0.9132318671986,0.139432787908916,0.229171580248629,0.124062697617724,0.598081985074934,0.905665258899794,0.953950294705806,0.964617598549056,0.622876165847946,0.28173594838399,0.974268032696447,0.98828649657172
450,6,7,3,10,2,0.544491606603679,0.456674412417132,0.501076358371986,0.549146806188262,0.684837630294706,0.685471188929323,0.250091341665853,0.776242461535933,0.983449106501814,0.773200422807853,0.717360755167366,0.55934569479422,0.289149501354923,0.409056403813674,0.64132584804784,0.538634900596505,0.693174241406276,0.657721560098836,0.500081827134476,0.274908774968795,0.903621946865581
902,9,7,7,9,4,0.808864097622014,0.846684345066827,0.885082951986657,0.895613460979624,0.310625288262498,0.507275109717598,0.52835173653129,0.707701348161522,0.918299473749141,0.51122500906277,0.579036215436575,0.0216192833048144,0.136455140802254,0.895042668923293,0.952292625018608,0.0985482940398622,0.596838387313016,0.138511505078897,0.0406598605578582,0.718089515416487,0.783316614309294
640,9,3,6,8,1,0.324933038285887,0.310183735737368,0.662644389964382,0.871603604615664,0.689961665682122,0.966426980576467,0.0942650109698996,0.230910040102557,0.252760492812915,0.790941912807478,0.876020970157045,0.249715254371527,0.730011839475476,0.555930067136837,0.733377169621068,0.420293164663715,0.645017771011401,0.387716733825067,0.201092923046074,0.484713968097954,0.644000579373345
694,7,7,9,5,4,0.759636020211037,0.119594738132809,0.551749206621545,0.862402930180745,0.847394773998624,0.920272713426316,0.160356790998485,0.886493591296127,0.913036158060182,0.65728296401971,0.413819141839445,0.442246912437969,0.159589878915735,0.337847621069453,0.625657310648761,0.7902417625339,0.80183884720572,0.0447665725728497,0.0168940120963468,0.64436143034813,0.660213153586769
601,6,6,9,3,4,0.423346573118377,0.768895535758813,0.775437045463536,0.832082781177,0.248580571779469,0.576597722836714,0.347796673795837,0.795094922842506,0.971797175548593,0.462299732143455,0.569278004640737,0.409492418057155,0.517125755211349,0.0984964089457411,0.861115294887113,0.942247319469415,0.974953112950452,0.787437883878243,0.177474516589587,0.650837302389764,0.886335545424988
71,8,6,4,5,5,0.935481135278405,0.452571264203056,0.70928936648397,0.793994258700067,0.522345469958638,0.547106032936815,0.684122851633327,0.781941179264198,0.996824758811346,0.913580437183287,0.35506321324436,0.252210444728802,0.20630761197937,0.535464080463885,0.773970954160967,0.64973024131658,0.808676325933935,0.293649122704123,0.157735099284782,0.550781288588047,0.656436124132444
354,4,7,2,4,5,0.696860730482405,0.144262656068546,0.726152829922244,0.791498927737696,0.0721077949807513,0.789916907067209,0.825313319539977,0.89760273642233,0.978613433718708,0.0981459886879893,0.141573000311013,0.0614983073978836,0.00319077710091813,0.508532163687423,0.572219295957723,0.263178389936872,0.794030102213801,0.51958510534477,0.0316943869105361,0.881168469938287,0.978029661367105
633,7,10,8,5,2,0.9453420870353,0.346506963646552,0.939756040360485,0.949664027075083,0.660093459740165,0.785115840058448,0.706729915089556,0.853605243192461,0.877759156404898,0.288846130613959,0.885356875827257,0.0502129410147761,0.674211624138653,0.0102123731572647,0.751275966318562,0.610210562945227,0.927775306743787,0.496665299129044,0.347849652179968,0.658272466709372,0.744836012315488
65,3,9,10,3,3,0.91242029234597,0.482133794640983,0.49030784849981,0.862603970931434,0.804280640206672,0.88116351415522,0.00653411316112615,0.163905581790951,0.770689513837902,0.0569916168859229,0.544635676628817,0.00794566280787359,0.497327575438615,0.679808428093651,0.730082668015497,0.436701122180698,0.654231742543311,0.883527568772622,0.109891872582677,0.0375914709781064,0.911635277275378
921,6,4,5,4,4,0.153844235746539,0.848828475817945,0.954889431015058,0.993637838152936,0.0356034143541707,0.853827948135685,0.645565637643612,0.655694427105528,0.96232264067166,0.844244398353156,0.789087400404527,0.101220860775865,0.168811714879161,0.424462501047202,0.700394960596891,0.932951798500633,0.975040852770498,0.220769184641517,0.100411915648967,0.585350753046991,0.815351181018026
766,2,9,10,7,2,0.928719811683358,0.217522661917657,0.846983669219106,0.92630077488506,0.446935057386034,0.686025545811215,0.13114829136394,0.393402669875536,0.897577393375953,0.285082350538694,0.458860892074346,0.277698652743202,0.43296694180648,0.890954819267197,0.891168790198391,0.40351071553682,0.850371387732119,0.448607418333297,0.427942072873511,0.817224258899991,0.860225136464548
275,4,5,7,7,3,0.47596596002134,0.82482858724955,0.832159192003914,0.84616443022141,0.559283118178928,0.710142830437755,0.256740977807809,0.842195683205413,0.914654907388334,0.939918246794376,0.656236383315991,0.013328150670357,0.635459223249238,0.918619126054249,0.958643917772576,0.0967691269049421,0.53708747925353,0.566455377221899,0.289128471639506,0.813824322933354,0.932490614085909
656,3,2,10,3,1,0.963387724960875,0.63803050822725,0.673314241980526,0.944896330866093,0.143206696185237,0.93259070072029,0.702178461340582,0.707020064031172,0.787445842503529,0.377153819810506,0.0710740913732909,0.015544788008644,0.0574476525251665,0.899201858530007,0.955698325502772,0.947277198490291,0.978368924076965,0.235398346748669,0.151982629272561,0.0439918195517035,0.60173713138687
680,4,8,3,3,4,0.116073516509426,0.522719362882362,0.699113411168169,0.720189335875903,0.239976176138502,0.760004242981039,0.0387478521716781,0.877691633844671,0.877815779069686,0.517829223677609,0.106791838087118,0.227104773766372,0.0445432407686293,0.348790424368414,0.713089869790996,0.00300416232196148,0.967973835501906,0.855059930981486,0.498297708177942,0.483283937523165,0.491012779954813
240,4,9,4,10,5,0.517885721338168,0.677442805262143,0.96869077639094,0.999982893361485,0.0524293510073563,0.455645619544367,0.421743185018562,0.82879117683768,0.834125555852872,0.0319814776303945,0.156205670951749,0.0116882183406776,0.1395548272527,0.00217841731633525,0.00471568577453183,0.46580727874632,0.873727838893955,0.431535638783849,0.0582893993374688,0.564696896057017,0.578320964678041
303,8,9,3,7,2,0.381343701856886,0.946456859782338,0.993511912063453,0.995579212478427,0.314123560441122,0.990313669997547,0.91104878638424,0.9212710092184,0.986651552209196,0.476994398138276,0.124315808491083,0.400048927686362,0.110636151822038,0.200079117671703,0.698830377432865,0.0835987953370437,0.463332044676522,0.0636739229540806,0.009941705457583,0.0760264793905197,0.868558520751058
