"n.sites","n.post.yrs","n.pre.yrs","psi_bh","c_H","c_S","phi_Hb","delta_s","delta_L","e_S","e_L","g_S","d_L"
581,10,6,0.291660919521749,0.446755373734538,0.138294541008654,0.721933308756677,0.023435203314526,0.000942239255048662,0.960939372226456,0.883927471466456,0.405294745881693,0.0990427571142558
628,6,3,0.868812101343088,0.419791599765001,0.0260625143774785,0.416993046694365,0.29162545286133,0.193353223375843,0.316122196937003,0.955462661390938,0.823912655032217,0.562313284767116
776,6,6,0.371280111982045,0.060405853003799,0.810997868722933,0.315573888997477,0.295641017063148,0.0626612363486979,0.368377964471281,0.959128608639818,0.228468176096701,0.571290877118194
448,7,9,0.488369446779648,0.920497073048865,0.426241380514996,0.413980261193565,0.68026263604085,0.299329052040313,0.360831524550449,0.286491305208346,0.625160391947976,0.406910566509282
615,9,8,0.828492875100439,0.409732512825285,0.991742871746165,0.892899390486651,0.330693990820087,0.298795900449784,0.597115306577017,0.0928491078026826,0.561895543933986,0.953776800633245
65,6,8,0.214428665826423,0.746007522810576,0.0711563142422587,0.115931317219837,0.569963739455468,0.368657295402584,0.200375884532207,0.734521020884439,0.0813797752062092,0.398218909168686
198,10,10,0.64568334253768,0.0645292265086202,0.489956681989366,0.556003769936901,0.94706210639216,0.526378187796406,0.176192586633679,0.0117700202694861,0.628337473795051,0.547337484347611
306,5,7,0.564895425185049,0.933601046229992,0.843551642143982,0.414352168267732,0.126558717378252,0.0937555172447088,0.832351598033076,0.955263388326718,0.0251364193911664,0.35331849445547
348,5,9,0.296123132177186,0.369754073185893,0.64258621899623,0.593820261272602,0.849855072370032,0.469468964887978,0.135726021785405,0.505213451912021,0.627680165369692,0.364471228947071
610,5,8,0.477308098228322,0.862520991643285,0.555396225959226,0.337391669070302,0.735630684639909,0.667672164746676,0.532664132899535,0.183470432308037,0.87693167090835,0.594628828140581
171,5,5,0.987427754054312,0.68210689417324,0.422170221180632,0.460687655641162,0.658174018594692,0.0676473789189757,0.665473478814703,0.375690933210496,0.616260463873018,0.12835890811109
468,5,7,0.970076991892839,0.749967450452852,0.350371339041716,0.191495719889994,0.0512608927091816,0.0420715423466726,0.795851648682472,0.524460294257407,0.210768593458156,0.639518349317112
369,5,6,0.207182763437531,0.594881141684018,0.372322699964116,0.736610666636168,0.363753849097621,0.0599191068478543,0.162363840419124,0.638730117261899,0.457559333346831,0.976432457185443
770,6,8,0.990238812340377,0.0122703381155152,0.781478877614625,0.10043358312191,0.46346456504378,0.0928719726665511,0.83013652692677,0.0106466787524754,0.752872293290542,0.340372440234362
796,2,6,0.0890845663084416,0.726771778846649,0.56958211279402,0.969124906045641,0.104449619210395,0.0319103706529399,0.028789106475981,0.947640548377717,0.541667766779871,0.740737001654343
415,6,6,0.272201005308284,0.952567108469759,0.0563874954971485,0.632435832407745,0.718716948156431,0.560478818579776,0.0239164709592704,0.804290780460089,0.952695131897647,0.446665175695345
420,9,7,0.985802131232014,0.346447257359675,0.21877671822207,0.0346913450950989,0.103671773621929,0.0669770217573397,0.457550336368266,0.252086456679879,0.643343221685872,0.695571766795823
835,1,1,0.163482129399199,0.946765873034205,0.0789400450971443,0.211211207819078,0.311013332954212,0.113483065202843,0.553017236490548,0.75245525674501,0.769288724310254,0.0655442147220252
822,6,3,0.645964008794096,0.925912636973523,0.815378062113677,0.993651557765086,0.313060757961287,0.217347405644484,0.819659499482717,0.634300122549315,0.705959443267621,0.317358569843369
541,8,5,0.27563745112149,0.1185889006502,0.0698182475810172,0.998576426071185,0.455286033583316,0.389225556590194,0.213816461532493,0.113080424333503,0.466181129108695,0.910790488119167
431,4,9,0.612159929652582,0.514701646803645,0.0220828628085321,0.871347878609947,0.419133734327625,0.360311307680988,0.342406969752861,0.891025948972278,0.121319612296415,0.284626123481127
143,1,10,0.591547254372272,0.642749699910893,0.342442481840146,0.3438692864754,0.17964403612779,0.117373185801201,0.56322657044637,0.411014701027074,0.444640211578272,0.586943352045119
73,7,6,0.284308980954182,0.388070861153887,0.611471836590464,0.0077493122685235,0.152780357778328,0.126392501709395,0.155427499971981,0.811256795427273,0.346169056441402,0.703718341006758
859,4,9,0.74208959284483,0.100456153920665,0.697468220528145,0.130270138031058,0.656459820615873,0.381707368287086,0.163994808637607,0.0137306330651045,0.431712982424279,0.741706973638223
236,10,5,0.163171905400208,0.488072199393157,0.946291990697081,0.23798341391033,0.710792910339637,0.023538202786524,0.112002230432583,0.876688954189001,0.760332428777846,0.371475174827594
915,7,5,0.389565010832134,0.377099172295933,0.0135935622836696,0.780548654514644,0.090683013168117,0.0474391084408188,0.254748721226538,0.498552938016225,0.723112310998188,0.584490318229515
493,3,3,0.823647773296223,0.244444798138714,0.616290890418086,0.931036267395527,0.0521765739296097,0.0188754320689859,0.657794194001285,0.989670087866392,0.988900948801986,0.260231347135687
968,8,6,0.638861041166726,0.247741747430549,0.211606913415086,0.256467481468595,0.897461895162123,0.502715834764296,0.590282872253028,0.578151798249804,0.494622345018061,0.189126996127609
994,5,5,0.39195935258097,0.0701780608748784,0.0436853203975596,0.61498378141399,0.82679229511905,0.125637468131048,0.13287997973247,0.138690065626265,0.5728015850164,0.47641790276859
617,1,6,0.652639194779377,0.965812143087504,0.365762838258548,0.122213412116538,0.0536610484961653,0.0345902377903622,0.965312022603559,0.415069301250949,0.611441134597664,0.406181302869576
418,3,2,0.228067534961062,0.395715006546071,0.0742594980926253,0.925618732215045,0.143525712613668,0.132114552993516,0.570391885489249,0.247706912148977,0.891449792515812,0.826756028559105
478,5,3,0.361140819418593,0.575909805712127,0.984694864463736,0.316433358844509,0.749556416823575,0.199002256275121,0.978196467555175,0.956135839919886,0.513965875304234,0.241832921384834
28,8,6,0.580984996528435,0.766542106041033,0.72718535598747,0.453803585517011,0.823377090670704,0.052509989260227,0.892866344239563,0.502572325388482,0.446211091633025,0.992298847611365
700,2,4,0.034766384569346,0.567600414263783,0.669364500496117,0.724285981157795,0.524499215262011,0.143389121648059,0.380908700041194,0.835228806074243,0.319769702148787,0.585579980245861
888,9,6,0.101232958879392,0.499285504096141,0.887238735008915,0.637957634552941,0.903264706806885,0.539491284455562,0.414225712228543,0.626314452588884,0.0360071091614896,0.167624592967471
12,4,5,0.971934167310293,0.509875216592732,0.448947131816135,0.28580441252985,0.562070032759476,0.306386749409994,0.0454140324230539,0.379024531241693,0.156332314390945,0.360745782835479
763,7,9,0.0491649652420776,0.318214730014885,0.48143001080309,0.609214834611979,0.647874773412151,0.491449047830265,0.0281258682777407,0.909441126726102,0.0808181981818518,0.575146825261181
609,5,7,0.711132630615588,0.542498288516235,0.80803858274247,0.602604524317384,0.782407154642954,0.408948838681702,0.754972125110403,0.891792468004255,0.756771617989894,0.427565558385453
515,3,4,0.881394891446293,0.251701256911713,0.772638424780453,0.0300453352008946,0.393438172567077,0.0752962967120696,0.968701481789001,0.47176305153612,0.278873705281504,0.394140677699563
458,3,2,0.962956681337603,0.934407163865981,0.415631065502227,0.333653364484711,0.734330470779468,0.332839755710066,0.986842682318459,0.159530695409584,0.643980785567127,0.231655093296221
266,4,2,0.485918885048409,0.585755834888853,0.84645380433111,0.816626633390738,0.583445848806296,0.529165398280129,0.759810357751092,0.392590516790561,0.720137340304092,0.335215490626753
601,4,6,0.675682392950775,0.422670941025461,0.213227282843948,0.977441295955773,0.633277770625218,0.567865371836901,0.383168623587117,0.836298105482315,0.60694684316644,0.190890090578352
398,7,7,0.0915731169571169,0.479061998248193,0.978679680371843,0.93347455565799,0.794459136779537,0.543263003579699,0.263050100839767,0.953665178550384,0.0288409208148718,0.504887553748558
343,7,1,0.833244635451306,0.928076856156322,0.873498405081453,0.0952501911293017,0.888204875722132,0.803780850288425,0.0321924845745787,0.262072124311817,0.582890772406035,0.0428648241891759
842,9,7,0.11518241194773,0.889287195799407,0.270267442024359,0.891433480551094,0.458136882067542,0.386383772520985,0.46066231139279,0.206318338706507,0.184781357437628,0.488554647127097
77,4,6,0.959150095044216,0.673211262004916,0.362566489216546,0.0382298233512556,0.834005691523175,0.426804582409665,0.961447508785687,0.256592099912069,0.0701318563236622,0.509881878515356
913,8,9,0.713248450401961,0.0257491040845169,0.401946250062343,0.913004613345093,0.561166682278388,0.492203430101142,0.420306371324603,0.0927750769929029,0.0575804532559589,0.221656158813532
154,6,10,0.102540759511921,0.552084948270372,0.586740752488142,0.711937754942314,0.859638408735814,0.853348664560485,0.409698966355249,0.543024896807503,0.942247408503015,0.536324444675958
896,10,7,0.423845303050033,0.684538130581612,0.987715632621152,0.767863987091114,0.497196628122684,0.224698017548283,0.159905375039577,0.894967430996243,0.039377804305288,0.8852870673422
888,9,3,0.118123598462809,0.101091006002226,0.37657570277038,0.809743473052792,0.134104478113446,0.026622643839775,0.580964236950176,0.0462324318798492,0.353705273366463,0.607737320114556
12,5,5,0.858209126594034,0.195031458810437,0.805278931143787,0.578831873529893,0.577401549597783,0.465933185322768,0.445754919467983,0.682133115606289,0.350538480184996,0.158598829552345
751,9,5,0.0747060729971621,0.257788889273745,0.541752474764758,0.83462549929074,0.754306559911603,0.185193466094689,0.570578220923385,0.595612001528894,0.927660229410208,0.493943174402672
269,5,6,0.61025492002829,0.122416726846132,0.983949585125432,0.420253790238616,0.460616250360035,0.358896372632137,0.249957515202626,0.221288539932622,0.53387095821409,0.129229398342804
148,7,3,0.121596326956199,0.162366793060256,0.273231864409731,0.937214407405048,0.570932709774096,0.227105089979629,0.83098288783452,0.227634492977289,0.273543155210582,0.41615949404093
638,9,7,0.00256480522400234,0.147886963835638,0.857150874126167,0.0750405879815109,0.883563911219733,0.197716297807904,0.167742725420813,0.547512410329329,0.331556392664649,0.658570325991069
655,6,9,0.447427438202919,0.740707038793224,0.331724063961185,0.465783785384009,0.235520441900264,0.216210402545582,0.234532705546962,0.931266565443878,0.620503833128442,0.123712766552647
374,6,7,0.762541773184086,0.803351544873882,0.532219401905895,0.870492504535662,0.419471268817177,0.0858522542648583,0.531663335506991,0.588722603332182,0.460220213547605,0.064779202789464
992,7,7,0.791533331570192,0.872604548917757,0.855091335009458,0.26728084597704,0.188911206270009,0.0366095077830807,0.469289104154496,0.0285671388675226,0.05606910842082,0.244307684441702
668,8,8,0.959038557522837,0.786657259756955,0.477852384660626,0.636451313334727,0.417288436501054,0.364565872854959,0.53902358896553,0.337238909977698,0.914597871322394,0.858681904193759
854,6,8,0.460067184199812,0.542612285755645,0.534946375813033,0.463809972708486,0.172748785329657,0.111275562394347,0.0732100778222317,0.556530439933972,0.716094455735432,0.771383053440554
284,7,2,0.623077067514881,0.186742133569834,0.131816050958168,0.0545520181363216,0.136263099955604,0.0735048445785917,0.993804753391049,0.561486447256175,0.272176094457298,0.553500403660792
333,5,9,0.442633767477493,0.239268347568018,0.280916067168233,0.122521725046984,0.231468519760133,0.181097897622142,0.5888274262249,0.904922758368426,0.862459167701029,0.611833209775039
412,9,8,0.728496717327042,0.180238784711948,0.651323601314938,0.585569188190694,0.512443176894425,0.491688369293468,0.418932026585797,0.375466018123622,0.41955122065905,0.708486641464615
262,7,6,0.715942736351676,0.661545596893271,0.114736481758044,0.0589802686578827,0.999693107485119,0.125034815431417,0.283919978087395,0.954309961867984,0.574941936536506,0.690423561421991
764,4,7,0.0156974221684039,0.821940780632431,0.754454557333281,0.611472174355318,0.900125978335319,0.583769656298947,0.705926397926849,0.648475995644182,0.905930738005508,0.776557826601597
551,4,2,0.691577063698205,0.616466336183203,0.518812623771885,0.579843608929007,0.372009237891226,0.0790812881828952,0.972467970892135,0.577119820007309,0.867830642808066,0.145349239657214
137,2,7,0.966996387403179,0.977303063067049,0.0439284999783384,0.833083733050362,0.748098053450207,0.122137524960795,0.193845033971779,0.685679146650271,0.87496912606894,0.106866244787327
78,8,8,0.877840943093598,0.259135227986146,0.375021519423369,0.144256474642106,0.662793140810006,0.468014494259345,0.242815159341111,0.531816858994518,0.99537811514216,0.15692267414236
119,8,10,0.384899476365722,0.506821870958549,0.775035021546041,0.652226743698469,0.0908065506510669,0.0311013356029874,0.479117731782538,0.891596971644368,0.412556628565164,0.73981285946616
626,2,8,0.977060548468633,0.352048429923155,0.81916723863373,0.158001162146637,0.364190818562126,0.245050075971305,0.732555003933213,0.722758440439287,0.123506990411365,0.343918400686025
884,5,7,0.95944222383257,0.500514719339414,0.260282731768163,0.788202892329847,0.218072063947539,0.0548859557062464,0.497825888299011,0.5978209506816,0.156978417758178,0.90757998730347
790,5,1,0.187992455588421,0.971417614044342,0.778823198083369,0.700548155283951,0.131074668374914,0.0240252339310243,0.387311018684879,0.0445888592120958,0.679818196229567,0.184170276178536
197,7,8,0.928560381161398,0.0762853175830795,0.0179559292920167,0.789354927866487,0.273369915683707,0.123128106014715,0.148116728615225,0.108509883665969,0.273634601373249,0.786489331236528
316,9,2,0.537518233875325,0.588589277624455,0.934517833499727,0.660911373349721,0.986097603720892,0.338589766876943,0.377491430654889,0.586335134764318,0.322609841623018,0.781149419223843
804,10,9,0.699272498964868,0.718207881582179,0.768396868083626,0.376965893883212,0.119947818877455,0.00440802977332267,0.714253728206526,0.634454157921858,0.772463211629004,0.167155827776738
447,4,4,0.347594117997796,0.359519408752862,0.161325597002706,0.283965466215718,0.88384836973527,0.609990493602934,0.725374461018015,0.74105076805104,0.227792348142294,0.717814236268168
707,3,5,0.808353925787378,0.979095477866707,0.308366274077492,0.439863476656307,0.170569153389847,0.0078296633183207,0.530633257993544,0.282284626475885,0.224844497866184,0.352105551099055
357,2,9,0.370972199057578,0.962149048391753,0.401493652879493,0.384787465296616,0.414918921317952,0.308888586624101,0.299745720736962,0.200017810966494,0.164347426697495,0.100006573737389
82,9,2,0.873121429786808,0.739659150133235,0.510508241501055,0.284670708646532,0.342424481420754,0.208411075527343,0.133805005113222,0.373001663831808,0.365790071181883,0.804001207938977
363,10,2,0.772611032993277,0.360253841232113,0.244783971499535,0.997117209387291,0.417046640207805,0.122454098404913,0.614455175333749,0.410474656444346,0.017929667576123,0.0487286209734622
14,5,5,0.19309775022117,0.877664279996557,0.714173963638325,0.636730448706518,0.211821266306913,0.0693383924192085,0.366366841269308,0.560807567068352,0.0235253997894702,0.379100383495237
496,3,9,0.424529741928983,0.141568536707736,0.670508019982977,0.713034232329717,0.204670210197964,0.0980981601901915,0.409442755126674,0.00692273555300198,0.772852908583218,0.401458916274016
754,1,9,0.63588539986317,0.538977643081057,0.394478013957758,0.0869110628100345,0.457051338584535,0.0884647785601246,0.191332455802639,0.438189439475723,0.92330150187267,0.61659564857285
110,6,6,0.693801098372787,0.693919668826694,0.615606674294826,0.261634712508111,0.799963236471475,0.350388257521517,0.964406014915393,0.801364488363895,0.798969596182671,0.498052769053471
353,7,7,0.361789850384649,0.929518343183864,0.239512312719366,0.773927906030952,0.895291953641339,0.768263395549245,0.768814540787158,0.288611748626153,0.40863604020963,0.72492954226092
137,8,6,0.57899793751922,0.781830216348846,0.138396036084392,0.434465766851115,0.480717403662717,0.0718243428922798,0.132531540711271,0.925216203629063,0.989427776362351,0.828485733555793
18,5,7,0.410178833505814,0.878741589732002,0.71983071957666,0.428699042534688,0.666344228236238,0.513466981630299,0.333829265771736,0.603514445651532,0.0189920678836061,0.548067460703221
423,6,6,0.830356508352375,0.802246876630886,0.235340334254433,0.245465961902309,0.353896932994039,0.0904532599035092,0.373835947694513,0.821799448140245,0.707699586493964,0.838474721477111
747,7,1,0.0163489165534265,0.505515435152897,0.388676467343397,0.766872005580226,0.79587464985454,0.15962487157924,0.588525787601783,0.747324583236803,0.990194154125918,0.144892517759604
287,6,6,0.308959969815589,0.678374810708268,0.225445673566568,0.28937561782198,0.384905463623302,0.186329456512329,0.432597877978836,0.381387974904524,0.0209544408790534,0.79023035140459
598,7,2,0.686185613177554,0.040516212162911,0.25944910196804,0.168617383860797,0.418502117995103,0.341702229263049,0.984396453514369,0.630914416910056,0.579490769468201,0.967599298953079
349,2,3,0.064645632898435,0.453142518625339,0.0800794893518323,0.413385471879016,0.602331470885663,0.2103145441947,0.54049839137583,0.267884202573728,0.383986551754782,0.532947369999834
882,4,9,0.543668500854797,0.102445694934274,0.0647181872615358,0.159365886288811,0.514490582336485,0.0878991149602688,0.854934165054676,0.799522013569344,0.265606388265686,0.142908848341811
599,6,2,0.174417803097609,0.41988536251667,0.31447923110933,0.130488703081547,0.926475933192461,0.747226707840379,0.697409855350619,0.0339246628304943,0.37510588696911,0.52697519032734
676,10,2,0.354482049388136,0.595158114175498,0.793572602392826,0.184105030728364,0.911792818065989,0.888424238082076,0.478563032788434,0.585266988799721,0.131833116994309,0.437958508545463
724,3,8,0.0709027335420717,0.463802185652917,0.361984616561513,0.194450141020701,0.758744702480524,0.0476267777304549,0.300364248881279,0.405413086478133,0.240277603941108,0.388772619900922
254,2,2,0.516468566645286,0.48379951546879,0.197763165477989,0.0616306860512123,0.544891433583596,0.170157003844128,0.384212555718119,0.89764915788949,0.0387045622905949,0.883666215744056
257,5,1,0.248216860115319,0.0479816923751961,0.862828771814285,0.0739374316576635,0.541901981099299,0.357733979735315,0.0388134814023273,0.309047007373069,0.021731500916346,0.35604816306564
170,8,3,0.0112220037847292,0.389535836595669,0.0794697191296611,0.379314996044897,0.114444555891817,0.0611144769254461,0.224874356506811,0.278286771616782,0.992023906848929,0.0534635294052307
281,2,3,0.646006467261794,0.33894313909167,0.334002993158624,0.894070160090667,0.866910579669941,0.768353251358486,0.146499101760425,0.577920619237307,0.661271719010244,0.829100910549075
366,7,3,0.998193311457778,0.535968251445284,0.347050781264179,0.0378157760436414,0.819095188389579,0.6751230418734,0.405138347647199,0.539713931396022,0.837053926518885,0.623683211450535
987,3,3,0.777684927164856,0.574299589684699,0.363078415823542,0.206064783183881,0.226937411351129,0.0368400100760686,0.895864916419797,0.177656838902761,0.481446225354704,0.357459342868486
658,4,5,0.401364440071606,0.184781686700997,0.132054794211942,0.531774056503642,0.746611699819239,0.627670675968356,0.667333427581168,0.926336969804484,0.849649117015279,0.641486720053246
709,1,5,0.0778367325901985,0.209287626225897,0.275751363952179,0.32837111465265,0.249350373809156,0.171617935825097,0.113306096319575,0.960469348446745,0.642467400919693,0.319894123319979
22,1,5,0.122964467209601,0.55377793633712,0.130980583097856,0.795274453660264,0.0306061977769248,0.023918947222912,0.942050674856035,0.0998108433728339,0.538127355691534,0.0271471864841878
622,8,9,0.279182859234395,0.296794715602743,0.445649160022987,0.525104612241453,0.676332116228668,0.520430853361777,0.559025018334505,0.846613499883609,0.377897741548112,0.895048816319252
879,9,6,0.829513071556692,0.125632863396429,0.800425847462029,0.256591429131478,0.205213943518745,0.140286707481489,0.0774428303319262,0.958788097976753,0.153837474634289,0.175085980575578
985,1,1,0.822324798402889,0.128312144878204,0.266460920674913,0.21098658089845,0.303821112231282,0.0780869173432589,0.315843603283656,0.50133510972613,0.865697372854245,0.865392943822499
779,3,6,0.0461579499121988,0.934747608197015,0.0906742660029791,0.958957518300251,0.194876753731817,0.00424798080280619,0.331869341611839,0.750223667701613,0.6642881959619,0.699479445678461
269,4,3,0.0380887927741976,0.0529123151581734,0.759566414102074,0.237248097925424,0.376588708690763,0.0823014037710313,0.802597988798609,0.442254974932317,0.105979741048533,0.411000524943927
930,2,8,0.435101088182116,0.40588584921665,0.107100653467025,0.997373027179763,0.277400361701311,0.216917162612849,0.267631417603092,0.0506742799312342,0.116744147369312,0.0547455769333756
173,7,6,0.896267754934379,0.389648257950693,0.398900269590016,0.0703534441023832,0.170291853111098,0.0489240655098636,0.71676658244417,0.871647712644609,0.907628850328061,0.513867505804519
535,10,4,0.727994734014524,0.0628721491698176,0.561054377236147,0.808956405927311,0.698302635838883,0.404606847237926,0.995283961918205,0.555849945463124,0.838119584992668,0.0536954004982719
727,3,2,0.542855097265425,0.0459333322901744,0.241895295149344,0.193505051015224,0.408840298559563,0.404062164351636,0.735750286965398,0.410153048704169,0.962432241649623,0.955864003978786
290,6,1,0.288887702244893,0.0354091167525854,0.127632400677586,0.737736438730615,0.71676567657413,0.299059623881811,0.383259839961631,0.236144013562426,0.999246735673281,0.435683333668183
416,9,2,0.650543609776138,0.629566698342212,0.747736019051517,0.138507467362867,0.0296754251428181,0.0239042816357782,0.268376067248499,0.120635178132798,0.540746625388041,0.436778561548912
41,8,1,0.270024639714207,0.797313996239682,0.358362491366919,0.819051942178351,0.238290861572069,0.0841828610263054,0.960396227664221,0.549483092344878,0.0229298741365783,0.509205310469982
82,7,6,0.42463551900771,0.333741053241631,0.179696879702387,0.306577921935031,0.389490386841213,0.162673878291065,0.33248189708998,0.1781001983786,0.832094561712001,0.740936557857343
13,4,9,0.399891397408606,0.127680213407311,0.984496551249037,0.0431504084714223,0.526533308058535,0.209244380155586,0.568973417979153,0.956843312253244,0.936963836803543,0.0983859676940599
952,3,4,0.238084444562322,0.12785535475316,0.314365608598781,0.0742807983664097,0.241203455648036,0.112338555707659,0.767400583803561,0.425735066310829,0.527606968371198,0.0740200434189988
939,10,2,0.919409207315301,0.523640228273417,0.331040744766616,0.379296459570387,0.752491061728075,0.0262214886341722,0.00946068602376617,0.204826019497425,0.588819060342177,0.180537017178652
591,8,5,0.0189711314617191,0.140987669141684,0.897394274090254,0.419669128738227,0.439514023383474,0.296563616305717,0.681559485553205,0.196188654172444,0.645809887303691,0.132566001247521
777,5,10,0.348538086959906,0.976470772356167,0.196019259114936,0.154263475513761,0.685084249586938,0.672242297856487,0.846765403286903,0.342292082814989,0.893368337577395,0.737061580318213
286,9,10,0.608904770550178,0.41255318195608,0.759053504866827,0.162421459812718,0.28389542310501,0.0906702583131249,0.551143250376056,0.510914457585733,0.843733754808735,0.668432600887003
890,2,6,0.0339945726293605,0.52345457528634,0.0540612770636799,0.730962442857958,0.0660664345100988,0.0087455464162989,0.963786100033601,0.0396393460928462,0.253105028151069,0.573842986402195
945,5,4,0.907704322657199,0.31607437395521,0.0264259064245969,0.304317855383176,0.652399219617969,0.445922991975359,0.834240117203095,0.211146649369574,0.0587176617436809,0.687577154888865
828,2,10,0.951565663976525,0.130622184764338,0.544898542906786,0.238480549212708,0.296195182174374,0.221306332775974,0.773688805711782,0.957800305211148,0.535456897155009,0.168857520144153
312,3,4,0.107996964349411,0.0100451965131564,0.938460177190159,0.175757110282336,0.171179973285133,0.026301588163837,0.937890512352437,0.197777244918258,0.807515772743826,0.184332604256342
360,4,8,0.631498001507251,0.977212805457134,0.852615681101265,0.463177287254669,0.254633065964212,0.107063630990903,0.52415601832231,0.986512278561038,0.714850750208506,0.832985702423449
40,3,3,0.889359172426094,0.0204495489294874,0.309364559132047,0.364427936477284,0.176015525019332,0.0704956857745044,0.915849367038393,0.729152505994681,0.34393292937926,0.027258891985775
447,4,5,0.18831694295255,0.985656544618937,0.585674511242052,0.911996064716252,0.827943268827652,0.687706460303015,0.997026907823095,0.927702289895644,0.167803783773328,0.10513618036753
447,6,10,0.186135147541133,0.314729160947818,0.114663343738392,0.0187533539741067,0.0810393110651057,0.0295739503144801,0.330758902523946,0.920308272158494,0.379917930969759,0.376671633264422
584,4,5,0.759032134984946,0.648610035549942,0.0831635249604471,0.212175434861006,0.46205176653571,0.221067428807614,0.557184528586734,0.857237177930516,0.234357561998139,0.581772200506064
545,5,10,0.442927861609333,0.839465218584985,0.330821338946954,0.526766314921202,0.870778970282618,0.0608675677594358,0.76437746125625,0.726069472106406,0.864685081618023,0.166319177904748
142,8,7,0.518881236449792,0.443196283360664,0.174007348332298,0.865195903548319,0.632153045172803,0.00492445623243231,0.354822761969361,0.773775456220936,0.845323429323454,0.268366949324356
520,2,7,0.136805843947688,0.282756713706185,0.673588365343981,0.18513657005264,0.626749026591773,0.235713897158626,0.514543598826532,0.109248539890954,0.297936858662404,0.753516036810237
899,5,10,0.411959616906173,0.177834903703444,0.187492752569681,0.925304614392249,0.728676597217796,0.0740713216049439,0.0970860174883856,0.866750495043909,0.957097465768363,0.613565528341918
268,3,7,0.385940923413821,0.185619972596597,0.807635239305999,0.0655288926863344,0.275951970610535,0.086695414167768,0.375734339590091,0.945180763750337,0.120705734830257,0.202636287967255
174,8,8,0.0476492203851463,0.803861567365983,0.547738287616451,0.678819629530539,0.0944698445769725,0.00902993541503354,0.876450079110242,0.769129818943678,0.664146069233399,0.611559372023633
643,2,9,0.598557414243161,0.330022676994349,0.933738744417252,0.599383083879552,0.958549660555948,0.660550018356948,0.328056892033806,0.299387969179638,0.0840179653453641,0.787550025225617
916,6,7,0.279707527338248,0.0821754109607311,0.640034030026314,0.704980295978347,0.0872023281970993,0.0129138575229176,0.162506996187288,0.0132709707102971,0.929205226973142,0.470483065530052
906,4,4,0.403288125855895,0.314233516187849,0.241213365036505,0.529986035762262,0.924616925443476,0.31701518467044,0.610564699132019,0.48920115859725,0.664664502681699,0.733401491112798
153,9,9,0.59699972037042,0.631999549435568,0.588799439036334,0.0427741955397185,0.029163824928063,2.94364128880381e-05,0.70952631631894,0.229066906069615,0.255467381083523,0.318285809023026
61,2,1,0.120680889697396,0.802071367922216,0.419741774592688,0.00846808983329684,0.764612108402024,0.253496071687499,0.0773790578518063,0.383501852402021,0.107519938131538,0.84509784120305
867,5,1,0.76909075641192,0.0832404417215614,0.513827903312701,0.517983182703517,0.9803591361542,0.732044277424441,0.334958414798439,0.285738169432851,0.0666456326594343,0.221806702958466
478,5,8,0.168028429021803,0.836128829217982,0.147965584771778,0.240948400500673,0.414818394117104,0.0802338993983138,0.0188837389270077,0.0519954784669681,0.999459390768944,0.702372707966971
73,4,3,0.328165418450674,0.50825053285968,0.0790853448278503,0.606899352992536,0.218371711263084,0.0705823025397299,0.831102749068406,0.558601203134051,0.516216176625225,0.0683064238841413
581,6,8,0.163530076569482,0.651102883533971,0.88041416170001,0.191384184584906,0.923118644254398,0.885857573812437,0.224549635663815,0.484448646590533,0.51531667918067,0.218511565988278
818,4,5,0.252445560354134,0.583085375250387,0.49016285042481,0.856155030344008,0.348633794609085,0.249108751763151,0.737689886089088,0.902831499445136,0.525007162158261,0.775103320005233
234,6,7,0.157042686707736,0.0576028431889601,0.836641166802729,0.630500319554121,0.171854038524162,0.133986568520333,0.969583278659289,0.212225313129765,0.73184449897653,0.47011998747678
149,7,7,0.912518914734689,0.106136741764727,0.461349639493646,0.1457188635092,0.406040727558406,0.0296725546664374,0.546386968876282,0.611207820273656,0.468734491353296,0.794128022582596
300,4,2,0.246896583588002,0.986260434600501,0.338501630903687,0.177773173184972,0.719226379283704,0.569023140775878,0.0396797914780676,0.269436777444812,0.290415973906778,0.797795257864613
666,3,3,0.524103564756177,0.640584699178068,0.776127983049187,0.291448147038813,0.687604785970808,0.594407658949862,0.769187967295572,0.0479504866229836,0.324869764656806,0.402351453106967
651,8,9,0.28093122520498,0.110172102874494,0.869087802336039,0.00433000178232323,0.315692036916316,0.0205254578676311,0.747037803471088,0.384920965017774,0.966038907929952,0.122638611318474
585,5,2,0.692224753989745,0.836699526048591,0.797094409545208,0.698233163576736,0.827587746406696,0.240958004775842,0.811327065937175,0.615913476438378,0.0856947338978527,0.526132068245858
589,2,5,0.506986792433029,0.109998949256679,0.586441612183652,0.714701754188421,0.773611376929795,0.302496554884475,0.204789525141567,0.0168904983182438,0.920592830051086,0.10326501536225
78,3,3,0.404317006578157,0.113749619559455,0.354106657594652,0.638793246183731,0.84910333640289,0.756646825882216,0.144590830118326,0.307377823253954,0.767989657603903,0.873915358798788
731,6,2,0.727682175341132,0.0919473752380582,0.455890550238267,0.171244493201002,0.446554092261218,0.101168605015409,0.216079811410885,0.721853219960583,0.0111338024211582,0.486306121586612
394,5,3,0.52744731396737,0.249484784223069,0.572546629560692,0.653731974230218,0.55247672094428,0.342216906708418,0.882484189600893,0.329280553286616,0.765600718625821,0.828652912813774
