"n.sites","n.pre.Bsal.pre.treat","n.pre.Bsal.post.treat","n.post.yrs","n.Bsal.sites","psi_bh","c_H","c_H_pro","c_S_pro","phi_Hb","phi_Hb_pro","delta_s_pro","delta_L_pro","e_S_pro","e_L_pro","g_S_pro","d_L_pro"
769,4,6,5,2,0.950889462655573,0.680749674779293,0.984707458687314,0.824660971101071,0.989061675312929,0.998720815709728,0.191253887460078,0.183861857784879,0.232015585365798,0.17615757008316,0.494200864662649,0.272707023268798
837,8,5,4,3,0.0708338431459386,0.568554531145585,0.808148465290667,0.0644805030172691,0.596411844028183,0.758206927509819,0.233733479800541,0.0136981604883419,0.221913813183364,0.567537840262614,0.0964154290019767,0.443113737636362
910,9,4,9,4,0.565847845075931,0.289566720912559,0.554313588634559,0.956056136365701,0.459761769245565,0.925708940998373,0.406422394669824,0.221370469154058,0.56799460128129,0.323980724107404,0.5798626682295,0.499845756975282
890,8,8,9,2,0.66399387575204,0.497687291809358,0.665180996095377,0.167171525964257,0.964330147233512,0.982276419766458,0.710317332277517,0.149395983109632,0.807960561215272,0.0150028536342084,0.300634864714416,0.745272104664752
712,2,7,6,4,0.0204202538738726,0.888721132436302,0.915250992692044,0.221804887355748,0.520050063125999,0.897307341986882,0.298794877247396,0.0339603721063385,0.984444870260241,0.896058871235652,0.34032194303025,0.418081021431019
964,2,3,4,3,0.355899287140486,0.857643529780046,0.894665779895723,0.443401583779254,0.404157440593513,0.725984697906146,0.443260959472042,0.181191387578501,0.330487847448303,0.610663502140646,0.738909410177474,0.748782123916876
631,5,7,7,2,0.371474501581583,0.437238325846405,0.643813997612267,0.838757607990876,0.0787210715245223,0.619888337023243,0.735463036511093,0.677356486743262,0.54380735807009,0.704675129138725,0.12789291352646,0.217801238975185
314,7,10,9,4,0.39341080476346,0.872907000639709,0.955386954035746,0.718531287514395,0.728762094902317,0.923073045508698,0.607670281712757,0.421518853356876,0.326481542348815,0.952513246878004,0.782387739503244,0.621291468343674
945,4,5,6,2,0.219894073671335,0.855221234755823,0.962733319761717,0.702899576008692,0.194379743868578,0.341207870870584,0.238980598482233,0.148831903282998,0.353049200428417,0.85118026694085,0.503599381832196,0.777546435237932
354,2,7,7,3,0.472097156894091,0.991214353267057,0.994525613443696,0.825416306205979,0.860600096919038,0.86084695330572,0.0187919839494396,0.0086060703818496,0.942173140849848,0.120255431230366,0.730615170112648,0.979614099563588
839,9,5,3,1,0.0276613968171179,0.488725622706418,0.769355155998735,0.0348800423706649,0.0958013571554795,0.734888391328698,0.578980550653394,0.508897987451366,0.379794581233081,0.134336124292575,0.627028665526328,0.600264077434409
590,3,6,3,5,0.204420439270698,0.0481401650961489,0.62416811770362,0.463205491255899,0.734601362249814,0.814424119183886,0.979420251367288,0.142460547181139,0.414452623999747,0.979897249751398,0.750744355591875,0.0509842183181783
832,2,2,5,1,0.574130175273586,0.67640729106986,0.709650310428729,0.608430254838523,0.436398994628363,0.549940835447427,0.968398490579962,0.311856248643525,0.341246797610261,0.251442755987542,0.507846230771625,0.344097931384179
606,4,9,7,4,0.769292498320201,0.550542004768108,0.916298228551051,0.23502047824841,0.423932490973454,0.652860423802996,0.215705769628682,0.0975331965061474,0.402432825229364,0.121233512955136,0.864063075007708,0.247787504702783
598,8,3,8,3,0.107330745994672,0.42135642727532,0.872715581995295,0.727019083137484,0.0664679498899961,0.760486581823805,0.454869352659071,0.359780813816403,0.697603437122726,0.484764834418008,0.947024012735556,0.554248676370061
224,4,9,8,4,0.0901498624386266,0.420916431428841,0.65657486313721,0.552662410548632,0.438452369036432,0.759854216915606,0.643345811222214,0.268047387076727,0.352732362339413,0.246259945185413,0.78660633590545,0.190298265148932
160,7,9,4,3,0.561161211558687,0.726808166050306,0.945740173860958,0.931278645803104,0.601299979340658,0.865172277021716,0.359541857029288,0.0600581787649545,0.248589581534779,0.622311295693903,0.813333400915051,0.871156684360513
991,6,3,8,3,0.723016355009307,0.194503116735187,0.719151677390097,0.566482537710411,0.611741188262356,0.760173076618036,0.187929167292779,0.0136170472606618,0.979086641583475,0.588784369708574,0.800822723901458,0.424974599851901
18,2,6,7,5,0.815905885388982,0.451079754240741,0.715706634709157,0.905474671734497,0.564369311415311,0.606968413967144,0.999188006591122,0.454555101922154,0.267579732425581,0.169000151849422,0.76646115272087,0.633594697556598
291,7,8,8,3,0.85499810817067,0.580203087181505,0.983463017756689,0.111217013713345,0.831017140617548,0.905990971637501,0.901892003716133,0.0843027419509003,0.481924576964928,0.710106598021812,0.470104056969285,0.0150544328906108
518,8,8,5,2,0.627825201516389,0.321519348737085,0.365632056700741,0.519361481697205,0.646185746612051,0.660382592632979,0.633295617919392,0.0728849217517391,0.0917729453946231,0.269895493241679,0.689773194363085,0.274649491636083
775,3,3,3,5,0.883622711808956,0.333177437487757,0.735256444378499,0.888089148959052,0.101136201079143,0.76349079330318,0.812593255144427,0.711108847345787,0.604450010056747,0.520006222973578,0.932626073431969,0.964347609506804
887,5,7,8,2,0.331785615700856,0.941300369638181,0.963092714181814,0.529443952920986,0.39140899612091,0.873632496518187,0.643967511088075,0.513862206859681,0.686163477717666,0.470628424960724,0.96842382902198,0.980436483479151
472,3,9,4,4,0.373170749662607,0.276902734486829,0.755794302831953,0.0509723278335994,0.571520108544081,0.633548450093037,0.198325446468266,0.15703217549679,0.976391766272276,0.127306604854111,0.185600788266561,0.411588437835034
188,6,2,7,2,0.861178039708082,0.661297170612984,0.989273639965968,0.607692459993763,0.11370228229682,0.734390453516267,0.0694903287879424,0.0397600658423912,0.297098220099742,0.0944863577609416,0.213637921459507,0.0748593370331219
915,6,2,10,2,0.255527737435815,0.684364117059321,0.977115686917396,0.894416773272585,0.787720394284488,0.875619597377709,0.179325488725002,0.0455697908771161,0.251606276143179,0.704256581508671,0.759101589450915,0.85723641300865
421,4,4,6,3,0.948126179740159,0.217473168075015,0.742869325395704,0.898360565263778,0.397975241421303,0.545133307652654,0.670508279827656,0.0858799550153852,0.229398945474159,0.668234213796072,0.752776230372465,0.3695413553308
138,8,5,3,3,0.848450140373735,0.944371429949161,0.950732598993481,0.915816928906855,0.84571963274898,0.986306008714913,0.425679868327663,0.114018048416815,0.782643567179795,0.262266469475161,0.814135067894892,0.175078107528086
312,6,6,2,2,0.796830652329419,0.691095382744423,0.800768462257191,0.0252032922854414,0.968910381661891,0.96898831233697,0.759871154402569,0.709141157178058,0.427595138766943,0.700513794084988,0.0585993912736885,0.029485218774504
812,7,6,3,1,0.995727515640878,0.0124091444291873,0.123321878997501,0.0510052475416101,0.726737314678659,0.814839373944441,0.840248394864425,0.75881065871608,0.605825966665382,0.961715820111893,0.349381629889924,0.943648826640938
482,6,3,6,2,0.81850610405691,0.0488236757386476,0.0686683411631718,0.239679217157629,0.897728849434876,0.925042978899531,0.576963908881648,0.189755823367169,0.784180021662894,0.194417356916587,0.751372669282579,0.60392798353855
126,9,3,9,4,0.413085408885963,0.448112402059394,0.626578867154987,0.10313514423382,0.195755658227392,0.220871249787491,0.977915982667403,0.373293537822994,0.700444586511399,0.40434700272379,0.368126357375504,0.48881490723798
689,4,3,7,3,0.799270018597576,0.894500538477278,0.933258089706139,0.258816709997435,0.987399036824075,0.998454150118086,0.72813853586542,0.275815876043566,0.503644150718348,0.899969253175892,0.35691487455098,0.226551781485439
96,7,6,5,2,0.493515630314476,0.140621588963876,0.950356293710801,0.938284055234655,0.621349780623987,0.654662828444957,0.536316861521895,0.0901208524413487,0.082551746685314,0.499645693481783,0.543930742154038,0.643067452311912
197,5,4,10,2,0.656412365886476,0.225434186391975,0.786857015406321,0.813076025784388,0.110677649599034,0.272997744723631,0.843739984417264,0.243972421532298,0.114827907229494,0.633197998655005,0.112246249788743,0.00758483491421212
753,7,9,10,4,0.802422170681576,0.0594124970587669,0.275983018344314,0.504148661708762,0.687035350091895,0.881481250627706,0.248601627995702,0.0984516324174519,0.869659513176605,0.682404646609793,0.167977326608333,0.695513023299561
886,9,8,3,1,0.0513802353007952,0.624512109129317,0.670473694150324,0.66133331727609,0.905541542834765,0.957149581901667,0.903234972579335,0.121734355260567,0.261740981809748,0.421198535250104,0.960947361236019,0.133460542204208
78,3,6,9,1,0.270928265638021,0.103149064802122,0.718698425410269,0.189062322230707,0.494534332294436,0.790788163230518,0.215406523892842,0.0207142420579749,0.241066992169432,0.884932509891735,0.807253945298726,0.298361161204125
468,5,4,3,2,0.853894406253844,0.190133213073271,0.942385333390923,0.632073344237497,0.38939961269435,0.688308289416777,0.398277599119325,0.200694688883244,0.691442429494811,0.463677788021369,0.229538552566851,0.763125410246081
763,3,5,4,3,0.522637394633982,0.297597577009606,0.838380443361787,0.63513852080577,0.449670718950476,0.641240954745282,0.13540285078024,0.0167428638662678,0.742681602580356,0.442713948181947,0.516148442247836,0.842931531212386
779,3,5,6,4,0.768660890297242,0.190650407199305,0.356709780286764,0.210403985502617,0.138155365223507,0.717714471509095,0.613167789266328,0.43155324859709,0.357585174045875,0.121678532490111,0.55735004750439,0.634946346053225
105,7,10,9,3,0.0727812256170902,0.969229133705329,0.991051846023155,0.621699225093727,0.954451346768765,0.961638049084061,0.833365796435555,0.0143096276308418,0.172854545265343,0.296497414566553,0.239514332830603,0.376252097491268
857,3,8,7,2,0.666931435199943,0.459521134622651,0.780927309648323,0.136113956535026,0.087653833830799,0.668541016439179,0.322361073980923,0.0587125370676525,0.869287108329055,0.578190099917375,0.446395090141031,0.392469898068043
3,3,2,7,3,0.638669925531954,0.0179328163458966,0.894891852970661,0.223851309699053,0.627916781798843,0.831057210884694,0.853557897236198,0.582782525050917,0.373868557625241,0.695692615738022,0.783081009498727,0.719749852883583
511,5,10,7,2,0.774558936393098,0.300217650411231,0.835644131172355,0.419527234007278,0.799193717214093,0.836756789483428,0.619719117597654,0.612039517200008,0.235962811668357,0.240074382878235,0.114539868823881,0.767478711657459
541,2,8,3,3,0.720325078019174,0.515573862390709,0.703205877791005,0.456866910310742,0.138919410317228,0.319586815208608,0.701902408730518,0.598518561778328,0.906569142657728,0.785202610863978,0.511508154540742,0.150972954075946
295,3,6,6,3,0.0655687626324361,0.567446244363231,0.882121636964015,0.60288363521134,0.139469231276074,0.173772858986825,0.951448854491394,0.0732828297556978,0.960618719245982,0.568378060000832,0.962886127908085,0.732296176434471
51,7,6,6,5,0.161139512063237,0.496752683293493,0.914721972315878,0.854381840136508,0.133796366322995,0.269618334546223,0.856601720599388,0.327766932871953,0.126195487904386,0.381087349067628,0.957650931216776,0.686493762444006
330,4,6,6,2,0.614438738645031,0.703235693108081,0.727497768371494,0.777636913010944,0.813124726539128,0.825814999711549,0.129713391778711,0.0204802679222983,0.412385270348075,0.493812419270258,0.282749181835842,0.667812573149172
77,4,8,2,3,0.111820394026651,0.593668758427771,0.978477197813295,0.799295087292511,0.121192604720849,0.675972930765501,0.236020575968991,0.200144753388916,0.436950541272084,0.308886312006344,0.922167705721152,0.102995133120869
914,8,8,10,4,0.0576426569384756,0.921502745090146,0.923481211573921,0.717266960340226,0.315252733916859,0.549631246456825,0.023927948490344,0.0154964144880491,0.597031954361801,0.561713052904676,0.896741399191087,0.21486169848165
60,6,5,6,4,0.6586806556114,0.267514580806065,0.561755197065911,0.396441015865142,0.93028933084039,0.978214823789124,0.871602658878337,0.440485354520147,0.386769917002227,0.0136603231750196,0.604239260834339,0.39903836580012
820,9,5,5,4,0.548812971114437,0.863689385011164,0.864605598998247,0.0787474113219883,0.399341200303519,0.421904400711287,0.348432586943242,0.123306498610496,0.295296462568524,0.531906603333354,0.00300110925231129,0.764354469090863
607,8,8,9,2,0.496584901775839,0.462716931423778,0.615023305981325,0.641437495827838,0.778096809809422,0.831579548500109,0.830394125370099,0.459848167776665,0.0290184965582564,0.235578629307076,0.862014353323472,0.420191434116429
741,2,3,4,2,0.752494710909179,0.348719602971966,0.366506476379111,0.756712641714816,0.327271148558287,0.449397238867897,0.531174652488879,0.474530185278428,0.227585345308459,0.296226197059685,0.14937736895883,0.012373197882669
491,9,5,5,4,0.626022633036179,0.703899694711296,0.908770352960402,0.674761812405521,0.975675675833714,0.995184036574949,0.01375905115481,0.000635785556946281,0.418589539588476,0.234264872949501,0.76292999344382,0.199085742203356
969,5,4,4,3,0.704041988260066,0.430985272211302,0.929419055418029,0.281640119960462,0.187930007850355,0.299467942072534,0.533660626694677,0.071503820031671,0.872535324672214,0.449869456531783,0.165217595693655,0.424280205902667
615,9,2,9,2,0.960281355625368,0.0607824380574049,0.389236969866934,0.505207006948721,0.641291131970892,0.945218084521104,0.490003449488734,0.244553427308124,0.0571087016095174,0.881866876148945,0.00103909030661453,0.61085865288605
322,9,3,9,5,0.0534815451131435,0.315041560165538,0.45163172411163,0.346065073310095,0.50918936829865,0.613512236074302,0.19519114653198,0.00392379682448984,0.936918297578534,0.0158389518956887,0.117624380937684,0.293051502303942
685,4,6,6,3,0.0463556240220554,0.984537641678634,0.989790442513656,0.595804441637895,0.0133769716830924,0.218672398988609,0.276080532858637,0.229721158399623,0.635911819272279,0.168558756108698,0.222111138895247,0.627956079875235
381,5,8,8,4,0.284849007505993,0.0457621974900598,0.237583632149444,0.105550214224868,0.415955583275924,0.43895452402549,0.168514892625506,0.129372354212677,0.483457432831358,0.211481438813242,0.179600399467628,0.66627018666747
634,7,2,7,2,0.974587064909586,0.456663249448198,0.997482918951578,0.122556565566477,0.122201426927769,0.430099679328339,0.906467669972242,0.835693786927253,0.00805557279458735,0.244774039801164,0.319222339771525,0.3355251200089
908,3,7,8,2,0.119098184335977,0.746725559485145,0.96684566869017,0.65693611073175,0.879269419791899,0.984172986961755,0.87540513225554,0.218768670196099,0.123696236137766,0.875589168866421,0.968986240639933,0.726686662596092
582,5,6,10,3,0.421915786409075,0.233213643009565,0.392819856729321,0.754321050946484,0.891960724270414,0.911871118920695,0.964091430894565,0.323816789117981,0.62569787012774,0.822921328941477,0.0191128549647983,0.575922218001564
782,5,7,4,4,0.279871998348902,0.502949121844722,0.967579118625921,0.191231804864225,0.305924271390354,0.986618068263122,0.120358967794036,0.108897973777912,0.457289348974335,0.720852576908516,0.956412788512232,0.504180926102679
848,4,3,5,4,0.889654320497881,0.285912932206457,0.411310343346555,0.0239024183615809,0.507053744654683,0.875450078649989,0.669902771424456,0.0985160285443921,0.848128400272829,0.0128695642900886,0.399404655516357,0.714347699237382
125,7,2,4,3,0.0648392865105299,0.675297405220848,0.732605602323079,0.428111074210075,0.989967155858339,0.994414366875602,0.860320557902101,0.623974391594145,0.749560300954641,0.138533046358242,0.918657776137395,0.517013137871074
749,10,5,4,2,0.496287282655062,0.37485632112422,0.428641971008248,0.155415386002394,0.0768811364792287,0.673594387506463,0.0879601160364691,0.0572445242507976,0.368518035030225,0.510236428588536,0.642717208593129,0.695747038291441
509,5,8,10,3,0.482403585990984,0.0859914514343487,0.41518229227304,0.864887355354149,0.395751786254486,0.835560450501939,0.441852194832382,0.00320808212899587,0.186259547560196,0.618118438283168,0.444777111255517,0.679115494997334
33,7,8,9,2,0.707072187601565,0.661506161926594,0.951877127339863,0.18875182040066,0.277323099363945,0.438644301756467,0.320533820067695,0.215592862581019,0.55454497747384,0.972438847927353,0.101034605460055,0.521374068542314
740,2,9,8,4,0.430259321938432,0.640503776137601,0.640869286920942,0.0618735460794996,0.129458309332654,0.462711739484028,0.259958493139641,0.0420653220270513,0.764904048287007,0.183466260464117,0.515065547471517,0.28973170738013
186,2,6,5,1,0.550271449925494,0.664793891065218,0.706525908136528,0.535070213632006,0.396030716961063,0.888534659775909,0.958347155475104,0.80726766421621,0.184116626813845,0.335594789388683,0.0762760523841018,0.828600017387164
582,10,7,8,2,0.225670476554404,0.00828280198476277,0.824627681207726,0.803989295682986,0.772031958668632,0.858412170746783,0.901600937826792,0.87762847923681,0.422665365074156,0.89747219638722,0.947818612178462,0.444918342123181
518,6,4,7,3,0.594600772338756,0.917031606800645,0.927246434983568,0.278303579237871,0.972636591330031,0.989691497584356,0.694792173502152,0.030506606694992,0.313677917066682,0.387941029744572,0.323253453334188,0.594258574280841
965,4,7,6,2,0.944356377130258,0.919382701788819,0.956607479117201,0.980142526196782,0.219636802098528,0.459657671778349,0.227023530046432,0.0901425262197036,0.483797696297662,0.623996179822646,0.701617275460251,0.20960051877778
296,4,9,3,2,0.582703548866557,0.256646224269574,0.574911317696481,0.0465622075750027,0.942038071467611,0.999354648949291,0.68379736452084,0.201369718121422,0.34614259085604,0.0711383821711876,0.861694293305068,0.629580497999187
842,4,8,7,3,0.916657571509108,0.780814883179916,0.913790250959042,0.748015359955421,0.781918941081339,0.853801745970532,0.373259149575816,0.363599427580944,0.799700005654106,0.341026966555859,0.209421498212055,0.359973606074206
569,6,7,6,4,0.200143209777074,0.854958271989343,0.926792605140681,0.308057992032077,0.10868253012998,0.833281501404229,0.849008038023161,0.619397546997532,0.0840814370574895,0.805925697284425,0.208535575237661,0.253682487358642
418,6,8,5,4,0.540756682901084,0.127965927630616,0.66365035398864,0.578597684599878,0.812771056034672,0.939081842241328,0.280032438836014,0.0810303640435814,0.749977040001028,0.85562762828928,0.971116104267794,0.835165439540055
429,3,5,6,5,0.431259616684471,0.204884323199443,0.572844681883429,0.0159698931388091,0.442711403632583,0.992117140025291,0.389897237507417,0.219620813560486,0.462923383034929,0.996434303734079,0.0617209621406626,0.342450798265543
180,5,5,10,2,0.231553141096933,0.776712724755099,0.938036197733657,0.340570468871901,0.338892752877693,0.809490342231033,0.824147643782943,0.19776948730504,0.871975030754111,0.325274049042934,0.882924381741462,0.995347403464117
172,5,5,8,4,0.521025709047355,0.426861445467733,0.946594463097301,0.28866832082239,0.948096721160063,0.96269877160294,0.576108800987178,0.450329802809257,0.447217605149676,0.571419665215886,0.635793763798545,0.205361005461728
597,4,3,4,5,0.579543100815266,0.324772544126958,0.676793610240994,0.0319508267888101,0.895298648325005,0.941236757480838,0.516846594423754,0.183424562982857,0.909887812057324,0.832458550984156,0.0654513677136973,0.609691348294145
268,8,2,5,3,0.738278599632415,0.906507584740664,0.962497553136822,0.471782769651175,0.540618606344238,0.643952189222355,0.680452447835403,0.158003849047905,0.854398618214554,0.506921370219463,0.362338075088942,0.0951534921575338
924,4,2,4,4,0.420904334829561,0.991063908481924,0.997876515829562,0.50218697080845,0.358495925265946,0.590136249778731,0.0534432782211574,0.00266745062977667,0.88510945778077,0.174558611564129,0.492060429707891,0.490020908742212
249,5,9,4,2,0.52132574137589,0.285508248899691,0.747992631317552,0.334395980133954,0.977368501156126,0.994974172818017,0.56405750785151,0.043636275986756,0.408231337597803,0.0346585637249751,0.777112541037635,0.989552297422802
690,4,3,3,3,0.162847713244916,0.970657511400618,0.99551752362584,0.0459452602572739,0.174227864396153,0.665370072158652,0.950872972172592,0.364988190898934,0.240754212390445,0.885295446567796,0.904727095245593,0.278126333809365
678,4,8,8,4,0.0946964457358932,0.383013249716675,0.439919819348049,0.329199545821105,0.265600054296968,0.684093453382796,0.151150161914038,0.0951475923009289,0.821898976579239,0.160835241413722,0.779635854479717,0.0175089736535447
133,5,4,5,4,0.170413683316763,0.472419841612596,0.476941991459526,0.313514419666724,0.262478542642621,0.940540474084482,0.454606923360657,0.0553534318296427,0.465440331636742,0.0540970452063018,0.766214137562411,0.805422852007998
968,6,10,5,2,0.279312376808282,0.338663416590774,0.37183989791057,0.275626685205568,0.511299642112292,0.864141943601267,0.0295237136771902,0.00469600963268795,0.934124821160268,0.913836698651058,0.314904558509286,0.726434850946884
660,10,8,4,2,0.574621662469511,0.114111808403907,0.210641217109004,0.476640122186998,0.0796550752354553,0.838769086803614,0.505799665493099,0.342160261516155,0.592613963872357,0.772243485103501,0.244971370977745,0.986099311245605
182,9,9,6,3,0.11097637782828,0.270569908138667,0.523773580568369,0.93844662137744,0.238551239280542,0.706156294816048,0.0548300857196096,0.0283537072933659,0.0640327706678538,0.469915588690038,0.965242249530787,0.899409341252456
226,8,4,5,2,0.820778192765242,0.820677121662814,0.954392766660965,0.488399009518093,0.179042545967107,0.840938113607887,0.444391502185981,0.144972364775967,0.747535512697278,0.539925941330427,0.487585412409576,0.934346748003643
677,3,5,5,5,0.52085159391663,0.0644074300487991,0.12241836091878,0.640733959796769,0.726111379302293,0.779252135127132,0.399232073977636,0.256379199707111,0.0299194911435712,0.2277273376595,0.684120922118868,0.413080807607924
723,8,5,2,2,0.0243148896413855,0.482131004929426,0.972036404881477,0.80629883190277,0.0836874995396007,0.619145475180825,0.734674377671722,0.52810397550318,0.772678284237417,0.806316864782455,0.173257573154871,0.0655238312814152
778,9,7,9,3,0.0969007897673408,0.715472539184359,0.826836786261952,0.589166526559833,0.813643599348678,0.933062328520735,0.546129435424716,0.188748140943885,0.395733913427335,0.70219021362213,0.240779325811658,0.831601617842028
709,8,2,6,3,0.139473257378233,0.213080745413108,0.883212873619728,0.271697771772742,0.525640659693419,0.932351539451255,0.310203742196108,0.141516370067144,0.525125558843906,0.0102870048670564,0.337862756389333,0.760444531680248
230,5,10,4,4,0.820657712769462,0.451227083512303,0.775580135767881,0.418519090082962,0.688605035247002,0.922278089474099,0.588502132453606,0.515205679248385,0.743521495074662,0.252150452644168,0.783673975871271,0.92287096685546
496,7,9,8,3,0.664935858217254,0.743621943048225,0.858599186445372,0.366438126380206,0.985317938453285,0.990713886153554,0.95936798550617,0.954130568574253,0.598384802398272,0.9596681387502,0.943648314665025,0.176501507275738
718,2,3,9,2,0.561073574552522,0.636197800705023,0.65487147280344,0.552109493494569,0.162535653255857,0.215215515003015,0.0140614430807531,0.00750540198289715,0.72480461492748,0.586256977404468,0.502220204046508,0.45952507930852
190,2,4,9,5,0.523480065635918,0.776917357531213,0.967714063811808,0.890421044090367,0.41602761947494,0.992801362467991,0.312007439576043,0.038455704355948,0.239865368210175,0.0882171627405798,0.249790696094627,0.537196032705158
996,5,7,5,4,0.954024496584525,0.743136539983423,0.950584277962343,0.384787979960162,0.598260291379038,0.872536175138526,0.624177657066821,0.284583133819041,0.217585903131845,0.419686544064712,0.437399968920485,0.77946865586855
544,8,7,5,3,0.18614221262983,0.191084468194656,0.591302030727235,0.932924049006519,0.715552852944587,0.758193158089472,0.313277508654119,0.300254756213528,0.651806519775279,0.175809916716674,0.836432903706911,0.387458121371386
860,9,5,5,4,0.544702118992503,0.953890389500232,0.979220204578722,0.13443189324548,0.885947814137,0.938128569265746,0.864128893018141,0.510524761418882,0.822736800753046,0.765022545197373,0.906367306864355,0.311311038780515
269,2,4,5,4,0.693776443839306,0.576522387402738,0.915399494563224,0.252890516735637,0.934408017659024,0.951985316402869,0.259344393877359,0.217440372281927,0.418815061462997,0.993987988689309,0.840027994976053,0.432909636657732
669,8,3,7,3,0.706293092363607,0.0136576653240714,0.922644748030153,0.0655012108303839,0.165239221479604,0.824743438997895,0.419670769288926,0.162061805348751,0.087383532541641,0.731882115548453,0.315956539180572,0.105156588208023
575,4,7,9,3,0.45692606040535,0.785087623892515,0.837349331127306,0.525897785696131,0.239383998227981,0.640760072690097,0.938086982416431,0.271135598883969,0.11552337072338,0.847878327748692,0.382010122313281,0.966142820467008
70,10,8,7,3,0.173557055159425,0.139920010278746,0.799202304340525,0.368411916456535,0.475448488953174,0.65329651243782,0.0173590006172657,0.00825237117058672,0.701944339749357,0.890361235608882,0.596810470442777,0.438400991749787
809,8,9,7,2,0.554916614802508,0.506086972927907,0.588828699654116,0.0273518067824887,0.579264321174612,0.586291735542649,0.243542007059208,0.0671521292581096,0.191779135505902,0.838918321548053,0.172544311545696,0.394004665127862
705,3,9,7,1,0.572764790980262,0.640646141706989,0.969121495410873,0.179735368796345,0.73051055107573,0.777902023161947,0.886867170662433,0.319925226309311,0.159897344554472,0.327628930850001,0.506555252547865,0.790592139676283
344,5,10,8,1,0.673140352474246,0.80495679521719,0.820922639456266,0.998747033716412,0.705207838152908,0.867963541154572,0.485357204521936,0.470691230904865,0.321531677299319,0.312985890968493,0.895667738783732,0.974946832872089
754,7,4,5,2,0.966358076323499,0.633492536427779,0.903859227775553,0.125898411938758,0.195096374871698,0.204752908694331,0.863131250743079,0.605806035808482,0.357418347194162,0.860656624444597,0.877835055215028,0.152480660970602
29,7,6,6,3,0.5883009580513,0.406226674837153,0.43684166273413,0.489590563952108,0.833562192419241,0.872725340559067,0.437300519596785,0.202499636335327,0.698189975111652,0.61516245133311,0.700156681098836,0.414180581577728
161,6,3,4,1,0.6718972375368,0.418388243673695,0.806572218326134,0.875212215411244,0.698860530992108,0.935438878621973,0.448224940256798,0.22057932724753,0.471285199756059,0.735705641297041,0.0593421354059828,0.948309258953459
869,2,5,7,3,0.23978451762388,0.387982637724164,0.71893666825619,0.797215215983102,0.657889731686842,0.716279527492265,0.942084032166051,0.215629879954097,0.797506872377056,0.203641069994122,0.92571594128937,0.194658942624624
412,4,10,9,1,0.492956773782405,0.298302877003187,0.393320796101835,0.778070805443311,0.206351734631904,0.40349838719885,0.777978758277977,0.42857263864769,0.0708200652636355,0.999284887897596,0.310849859932461,0.535557484806678
539,2,3,3,3,0.920437189441849,0.263196902950993,0.898001264654311,0.410559649862372,0.0910006454816554,0.523426230212897,0.00843660362092778,0.00681119759268309,0.53042919973887,0.828238534545363,0.97682919504242,0.268371351776924
810,6,6,7,2,0.313486537584476,0.988460936969588,0.993136022470056,0.599874807840632,0.334744997628639,0.923810346264166,0.766540180172492,0.724206346688779,0.818967926072981,0.651864397624345,0.536933132884302,0.55139686448467
775,6,6,3,3,0.533964186092373,0.817544891357305,0.988261000478294,0.251294084088108,0.880541964180092,0.923150202935272,0.974376503014239,0.766138964754146,0.58367967442635,0.36824457663761,0.257310346261901,0.979580034809816
344,5,3,8,4,0.472287610683753,0.244976247997209,0.801992424613429,0.715810963925626,0.229168541329424,0.366471041901399,0.633985117786191,0.264879305706367,0.533092786868173,0.648082881179499,0.539183392407023,0.993188427916169
468,2,2,7,4,0.168835120728472,0.228418425413384,0.482490311527236,0.615118327569426,0.123086121215974,0.232759675209109,0.946862498062034,0.326001431000969,0.945156538655539,0.255691663738643,0.160989974362985,0.618923880241206
556,8,5,2,3,0.547343194925878,0.479131409531576,0.817796033410615,0.913046416312503,0.0307392001829809,0.783726267095661,0.674776748692733,0.0242415161816756,0.0920198338707443,0.163874222713313,0.590754951376351,0.564256488004606
726,4,8,7,2,0.129094049924891,0.729167331675463,0.999265042580691,0.0443174049159978,0.406226809982979,0.485486221346096,0.0459503350696759,0.00357067863483265,0.322420730132237,0.580055496693333,0.102667520739604,0.964532813632698
662,6,7,7,2,0.673414046578575,0.72518409347299,0.837207464365566,0.75709910230753,0.240440503359842,0.379245807273281,0.23933400092544,0.0359352411889687,0.811866328402259,0.997371206935355,0.493794765445846,0.871374582896568
925,3,5,8,5,0.403547850736277,0.0400409852448385,0.546837569885102,0.290899989634892,0.949126897792984,0.983004003936845,0.996949188626464,0.191958316264907,0.862809477084037,0.776401933440589,0.564539842174319,0.57861532953009
148,8,4,4,5,0.349177900465764,0.407069232818321,0.948304310984386,0.539214328498486,0.153039433697402,0.679374619919785,0.307856886583613,0.0450651427028919,0.485897303775069,0.905929534160648,0.533644207043294,0.531963913195208
797,8,9,5,4,0.757421507136175,0.391217735870229,0.727359622447402,0.855278046126664,0.91910467314946,0.940864996570832,0.150783163146791,0.079960737547162,0.921183037969866,0.336634760488663,0.735009764872468,0.47191960696301
842,8,10,7,2,0.480758174768882,0.945873614169215,0.964867410654812,0.471337005279353,0.101506479422492,0.785261728740813,0.238011455719057,0.162351232136727,0.0923783799814759,0.183069088324928,0.383346421445697,0.651718936448963
906,6,3,5,3,0.130551178994728,0.000245901926164515,0.0606055828952544,0.498826137458999,0.33893421028934,0.403947131421706,0.345818142483407,0.272230802125771,0.397147449934413,0.79176933130282,0.977745870576589,0.592815164226363
