"n.sites","n.pre.yrs","n.post.Bsal.pre.treat","n.post.Bsal.post.treat","n.Bsal.sites","psi_bh","c_H","c_H_react","c_S","c_S_react","phi_Hb","phi_Hb_react","delta_s","delta_s_react","delta_L","delta_L_react","e_S","e_S_react","e_L","e_L_react","g_S","g_S_react","d_L","d_L_react"
770,9,10,9,3,0.710825083278865,0.237010251703369,0.594587713602769,0.156340233122325,0.671515605368662,0.330417666186602,0.352558412625669,0.0967511728109559,0.0268148024892434,0.0913238947995691,0.00133409833392956,0.39712218662966,0.471860881551771,0.944365312705282,0.990534166387546,0.771695671080658,0.287093244069821,0.564357387082232,0.995678600574905
45,8,5,7,3,0.611370041853492,0.0920692300201394,0.979167952058724,0.777733253480867,0.806192841103865,0.00999130415553227,0.162815932348928,0.966633184680343,0.750198933480587,0.394609398755253,0.25191322652665,0.410530935009709,0.662376894238676,0.476092134628468,0.47817772896787,0.73500328447069,0.000985845193111236,0.0781384172147373,0.1059871478391
329,9,6,4,4,0.443110757161118,0.884335530720162,0.899928473407194,0.792542040741933,0.859803434304701,0.934808267410728,0.951365542137724,0.412318887113826,0.903998670744011,0.298146182965018,0.897365746360767,0.941008540725568,0.996742174999441,0.63016914510536,0.80955803890617,0.40929276468996,0.153836695306288,0.676158959467011,0.897289163290868
478,8,2,3,4,0.494952324228128,0.490285781424749,0.649322544381021,0.139794073002739,0.88456543762136,0.245243366088974,0.350790482259543,0.0375377257588785,0.562243343760748,0.00637105724248477,0.189783834399187,0.0711816292787204,0.449531338787509,0.639986882848875,0.687099426464476,0.887289369375235,0.675926007234376,0.264465022899653,0.802220999061288
796,7,8,2,1,0.790686504057446,0.40869595758901,0.516225268904547,0.0764421680181054,0.180542187420849,0.109054806234105,0.609977539804385,0.897532754206308,0.430552537830267,0.278865442301363,0.383918741803281,0.732036609218782,0.822703654072683,0.744600802007644,0.920712886225614,0.444268393475423,0.0984551888073301,0.908429819258186,0.910400827521346
509,3,4,8,3,0.638719740519673,0.586160975698568,0.682131449775716,0.0186168888062006,0.923760721692595,0.18136211249202,0.811835309893498,0.504260021547531,0.285150634056609,0.221560500626226,0.227934478676525,0.222529767021164,0.956009388484436,0.183276255970844,0.233378331792827,0.393050843024161,0.133151800559132,0.972279095212906,0.994995249310576
631,7,7,8,1,0.627043945015292,0.317833569701714,0.685315028575748,0.128752233428345,0.752571846301277,0.938572413267451,0.999349147424955,0.455277895130729,0.597710988404741,0.064629292256618,0.0179496461853312,0.413767844627937,0.518671876315434,0.850532356299995,0.854678547802141,0.0802781919399276,0.064680750403153,0.410626328105317,0.797587919179556
221,3,4,7,3,0.237812064360594,0.81383565375926,0.892369047443592,0.252867601273232,0.384621764127652,0.830286600284115,0.852048689874555,0.924802968138689,0.286031061716261,0.523277083776899,0.129452805380683,0.836347935223347,0.895526104448497,0.314123838714557,0.515696891239582,0.194288426668476,0.0352320998080192,0.500288087985921,0.527192529887687
448,8,3,8,4,0.141588256947068,0.623209818938724,0.68812974546956,0.878895934502617,0.922847888259396,0.952356908777705,0.986752823229581,0.121952354289871,0.457974880752666,0.0911331640417579,0.401985883772632,0.3812732395011,0.54940238508204,0.948372836553073,0.994633507851331,0.180073865635763,0.0209728287943072,0.440512532190909,0.934509600824255
156,7,4,3,1,0.83675495356957,0.964775715436018,0.998049111361152,0.788096805780358,0.864685057193296,0.167223322691419,0.228973469551785,0.945383208737825,0.0987924382748315,0.847124658749852,0.0811186179405058,0.601687221522792,0.639967283226305,0.149796198013029,0.966263174993064,0.801906862141122,0.0628146838704701,0.0138363788881339,0.176297196111046
875,10,5,7,1,0.535101183453412,0.74622156597476,0.797111073033379,0.2531321975386,0.48055413904248,0.909133699416928,0.978679300072956,0.830335665475787,0.332918650078541,0.601575559689596,0.140050502235628,0.365594057384273,0.600885504639225,0.0142609448309056,0.642206471315425,0.134975163008319,0.0941908272193547,0.0436135402792599,0.128255904991194
858,3,6,9,2,0.394923699776246,0.0100343724710634,0.211662077040107,0.94983784673037,0.990223323530281,0.579561336161965,0.627559974049225,0.222021549492469,0.516499268905679,0.2203469179651,0.468797385158165,0.399835661615524,0.901856576242975,0.137949022633769,0.866381816727696,0.649459805572964,0.0296004053613128,0.340379255148792,0.865002392377752
938,10,6,2,5,0.200908357469575,0.836005301688612,0.852376595314869,0.206396215099189,0.285908577888415,0.0247928858806379,0.385344255335165,0.621560733898776,0.546893357420876,0.279002477981769,0.0348065229444209,0.812313658307353,0.940531132617836,0.0457042069947114,0.274273293350122,0.0442640015027486,0.00539758713454387,0.962820556514827,0.999466901746221
426,3,8,3,5,0.153988303117314,0.388885770578636,0.706895553014099,0.985247074926947,0.999189853323049,0.0202226068388438,0.379446418377473,0.0458572190184146,0.168068699256959,0.0233408882935656,0.165911093626065,0.578281611425756,0.924693818561489,0.496037735631643,0.621988265137785,0.928807942351326,0.333928233908171,0.0733547181685455,0.629132701324112
763,3,6,8,2,0.606001209170162,0.874710376251908,0.945993645483709,0.73403694533126,0.997020509051096,0.774132676147134,0.90249697767975,0.701843293174123,0.931908687652321,0.371717327617281,0.249403995783588,0.468485533216945,0.482856936530783,0.240617076795246,0.852673633766455,0.759531588653429,0.0536469961609941,0.643561264923355,0.809011775411025
310,4,6,8,3,0.193481824703375,0.993125463298406,0.999509957480917,0.129649780647224,0.955082447910944,0.395733701832197,0.585344715057598,0.713407216835208,0.398793429061421,0.365462321984315,0.24166128591217,0.883062653822871,0.891207125926382,0.71184379494749,0.893321005475368,0.00530426055169664,0.00128660964048757,0.43872112496302,0.638242988322947
948,7,5,10,1,0.153670972159784,0.656285695286235,0.931772167916975,0.435086340960022,0.844657680476081,0.370212766104215,0.584446993648629,0.820571711169998,0.225032389689656,0.315891488957385,0.0946296006853283,0.0946234314467758,0.922605386248765,0.226922688563797,0.892242289676543,0.15688132137591,0.11993296887108,0.688094309515134,0.727571816826717
467,5,9,4,1,0.0413406884239521,0.680650872168876,0.97433301534963,0.736300739812525,0.999907559688516,0.373371323057287,0.791422229832302,0.993864321246278,0.483366815083241,0.528705724510583,0.146848481659646,0.34944970155186,0.793029806124716,0.628630681551318,0.965997890817992,0.976021799973003,0.0760871261737352,0.0455532284646295,0.33848784674117
492,4,7,3,3,0.0467239312150748,0.710771890515229,0.863651773138466,0.135793140668306,0.887592075818491,0.404339306577039,0.487508717301049,0.426953377933544,0.770489606150263,0.03497750110427,0.312868699140444,0.508105265298532,0.751510499534959,0.931876526064426,0.958944343457303,0.298997430880461,0.183700753761928,0.362158019838692,0.904035148071935
328,8,5,9,3,0.684740650124219,0.139482588023646,0.789566649548662,0.395495529729011,0.720964048107008,0.250580302209849,0.833676567333296,0.538705328182946,0.496679864053382,0.507748609713811,0.431058382900689,0.506958730037813,0.508724443521794,0.283740260358481,0.554977370033872,0.211230006474885,0.113751201574608,0.595959370268998,0.994894209172904
621,5,8,8,3,0.0547016096501611,0.482725540648494,0.701583322786402,0.640801853886177,0.812688607276991,0.759758988358942,0.977115332662731,0.986054611806455,0.417896969590243,0.680773399371226,0.103402597432437,0.0953294001172995,0.382789179708662,0.991390010176715,0.994930124753249,0.960680525966268,0.528815622494047,0.259135788878449,0.898962544096312
191,2,5,8,1,0.454936856451933,0.492191060045105,0.721094734738972,0.404798961057793,0.890551843093673,0.85021107925165,0.928657324834037,0.776414440132328,0.646402767939935,0.0687469636123111,0.137404006521356,0.0858347723442595,0.0947840485139091,0.664682737893681,0.809810734010293,0.155407128449879,0.0383235362303687,0.343132656207122,0.946743860353105
669,9,4,5,1,0.877898480056156,0.599784818549827,0.838395618391554,0.235523128683842,0.4936141835418,0.00319748276725877,0.895120611932652,0.761104814307042,0.945326631037425,0.412003974513247,0.460021685802849,0.119010926130484,0.476354307290113,0.447595139044616,0.740397333744675,0.871749452854879,0.26750136954235,0.925111360539496,0.948534714328774
408,9,3,6,3,0.0654326059418498,0.484869422567589,0.821974041316545,0.00285443516492378,0.906972302723696,0.677130166418152,0.745133470329785,0.292422833610256,0.741215676423139,0.278003068982637,0.0894098760431608,0.444759353005327,0.77275537161968,0.370121118776849,0.958189979437171,0.819908041230147,0.3024801770906,0.0892088333570398,0.223426232231925
699,4,8,7,4,0.894752399071376,0.0866518590500578,0.524286702897358,0.930674375496153,0.945147169725306,0.755541999210906,0.977497719886461,0.283215035660216,0.541661626812653,0.178086057702415,0.533738927585286,0.737444567773072,0.935137019075753,0.693880065294681,0.726113143015846,0.682163228563452,0.0529753883541075,0.997641148939962,0.999506003260355
880,8,6,9,4,0.104166955497372,0.165371113371314,0.479613680981573,0.673277472844534,0.756421703911969,0.366756449122657,0.634364348328459,0.45994307888085,0.805882410870586,0.0778703588033417,0.692202441187846,0.91564480268769,0.935588531671075,0.222365332638146,0.620718816256208,0.0370918118440313,0.000501824257111982,0.0992860141394427,0.481406969715661
772,5,10,3,1,0.441393581231125,0.980082817295636,0.994075056613157,0.216765240560379,0.412381335480286,0.199046863065776,0.779361411089762,0.455698132032691,0.142431356079294,0.190389431003575,0.0341434877868805,0.0972873924533837,0.234295077655477,0.93333379747076,0.988952761005903,0.436038525103126,0.286731692527732,0.0604825711635407,0.797966718380824
734,3,9,8,2,0.122715789744048,0.034845227481029,0.263778564247314,0.894746975256572,0.942977356948637,0.0541480941206682,0.192756271293957,0.838241761459131,0.777369816880207,0.685256620938495,0.680978186992166,0.0319814817990409,0.222421799307943,0.874893673014012,0.94587169041991,0.838628050270164,0.526199880245741,0.666424280212098,0.75915822714607
723,6,2,8,4,0.151027657725709,0.818893107377319,0.866859722629054,0.963894810943655,0.974528410624839,0.686774001738825,0.874314738686647,0.629615932027972,0.553027935408871,0.15490917575044,0.517432879793434,0.0334990436670603,0.989959980388893,0.192901924692979,0.849106674929075,0.713978407548182,0.599778514561057,0.295227713562152,0.723723218038188
689,3,7,8,4,0.658496672197315,0.43134765687203,0.833027991756731,0.769761496740207,0.913379695546023,0.156308748763055,0.86467859227072,0.984160643099551,0.643661626826366,0.363637045794032,0.0215117079374705,0.207190826968546,0.547455114366722,0.827036431236402,0.873168771810931,0.428948506676569,0.250451697539975,0.78401888546655,0.867377597420936
975,5,3,3,4,0.14381678397737,0.716244320162176,0.757804957772304,0.3546493569504,0.505339767017598,0.834756771894591,0.954186795332073,0.385251980693708,0.294851232877467,0.0348754336777707,0.196904244962964,0.345302762172301,0.679569978141687,0.999539867817541,0.999620272709968,0.189495551568992,0.0220468927919758,0.493564761868725,0.8382768590779
825,3,8,7,3,0.0107897230679868,0.354286014290736,0.369945597430815,0.781603168533649,0.917161212301905,0.21224714951585,0.578546546946709,0.616720234450232,0.948257985875267,0.565228127650537,0.0543479217647115,0.336287267690385,0.59693027345622,0.0418018011468463,0.687051686091025,0.0747935643883655,0.010787601666077,0.516230772084487,0.555356852617155
732,7,8,7,3,0.542075861000898,0.866382779014716,0.885402769550413,0.199927486798074,0.835861486671621,0.33998532135007,0.829319253367839,0.82496310465245,0.151039572197571,0.505421953408259,0.0549933190680839,0.0132196766408393,0.815380210871981,0.618985980548244,0.791657746693343,0.468576328725135,0.326192669285101,0.946385145828873,0.947100029374749
581,8,5,3,1,0.726059009329905,0.334291916193557,0.972932072827444,0.710740125345276,0.728063333465718,0.979909652232774,0.984858360407223,0.082940837612492,0.183833328071935,0.0813486825776386,0.0440488863581179,0.573526130705839,0.933225523276582,0.745863567864592,0.929853295244136,0.731088751518959,0.441139418630755,0.761711154342908,0.774605540467899
209,8,6,4,4,0.378002624221821,0.771633907399327,0.854374380606377,0.334409673366765,0.848859804779527,0.439909813890513,0.803751166213529,0.565395342068654,0.585004443500494,0.292004361134718,0.276598077031968,0.983142859070725,0.983962668616441,0.180682885354315,0.714147274482422,0.477319733425323,0.0429304666039723,0.254535085037677,0.374082958169116
814,9,2,6,5,0.808001111096539,0.292969453057414,0.785760506346584,0.869436736774514,0.900641402760258,0.256064915453945,0.605139779893694,0.621880496023339,0.649845039109536,0.583706565918447,0.190814466468571,0.0707876926404191,0.197660315218788,0.875003257934307,0.948809627896995,0.81661018142018,0.615666297724239,0.530634450997086,0.564993441487878
869,5,5,4,3,0.441633937964193,0.184824431226146,0.718112869980509,0.214320932559879,0.459263065129047,0.169846834516199,0.938112240378996,0.982790805171034,0.486257883485989,0.943582745433385,0.43838928104417,0.524189979618858,0.857304632192021,0.450137842847686,0.844052936430423,0.149420468104351,0.00578157592586596,0.767170418330491,0.984288233220046
560,5,9,4,2,0.195043831303483,0.135447713234834,0.982047727885981,0.269381894515292,0.443218687375751,0.514119019455509,0.544596085233521,0.651395641724579,0.0648748477626825,0.471322360381953,0.0414862111989841,0.536332871793071,0.677337509688839,0.516485572391516,0.937205150442382,0.463196862611733,0.354024381642723,0.657236480778456,0.830743761116464
792,9,9,7,1,0.843666459335713,0.639396873455867,0.711354286382668,0.168276137542399,0.760084005609248,0.0346373775248649,0.931724165618799,0.353089511500136,0.915477059668815,0.345377092377184,0.30552604649957,0.400842021482275,0.658684773570004,0.624445470482297,0.93961999087269,0.0225978124856716,0.0189501147355765,0.604812093793554,0.665974340131777
546,6,8,7,4,0.856177485034312,0.537969730746024,0.738918787018472,0.442969504986191,0.938798127968886,0.525071369115612,0.567513296698333,0.309280876660533,0.939099431930971,0.202040754189089,0.632756113367074,0.558677977048745,0.784461190405672,0.68504204274558,0.779106572717382,0.598361553366971,0.531514117568807,0.885092929169442,0.95929125065417
145,2,5,4,2,0.574418836793932,0.855575985247945,0.933943259850851,0.81273055248938,0.845940571996829,0.444445321127865,0.934573756764406,0.996212156493194,0.570349302034033,0.703592154978633,0.220418257002372,0.678720774951018,0.881630274450401,0.122213330775104,0.475963744833837,0.389731797003513,0.355762942933979,0.0233850705720717,0.921452157563461
651,3,7,8,3,0.445004700263124,0.0715935554725351,0.267358902690281,0.35161787067207,0.51324058022927,0.444891642006813,0.979253097672309,0.613207268291595,0.993952972068591,0.116003386071775,0.141172777312884,0.878521253818041,0.90116275904525,0.641200382073061,0.775060775352048,0.194016354928864,0.192168871249548,0.124161293055164,0.265008111239323
432,5,9,7,4,0.263203420807142,0.508399945090478,0.722898330772663,0.381816211135359,0.87764942612016,0.386888390529854,0.82150141215272,0.407811708212504,0.59764907934647,0.356766069219607,0.32079758503211,0.892276529177371,0.952359238180066,0.444402067157719,0.985557165732067,0.582517720196978,0.176611403902827,0.675798968344042,0.75584885702819
751,8,10,10,4,0.587353624416119,0.547064597185608,0.952608627000335,0.336804022138845,0.446083019981737,0.361880903933174,0.709382774848378,0.532883140565525,0.377273504511314,0.276778769226391,0.128284610295459,0.880423714599712,0.903939661092274,0.984334258268424,0.993529526112842,0.155583193839085,0.0061552329081171,0.39408688707801,0.862903557449749
139,5,6,10,5,0.521343218730669,0.483967680984014,0.997922442947662,0.6431626031077,0.844945782939215,0.79877496247578,0.916629897939939,0.46885163660848,0.872278013807302,0.437363904321729,0.806441516722427,0.092660360530531,0.613953512024601,0.359104245669791,0.559868088145515,0.181966821617191,0.140302282200276,0.639694097674522,0.685696335625794
282,3,4,6,5,0.320140002314979,0.439789591214899,0.522616355631912,0.441393920131656,0.768131589586814,0.144855891326559,0.374505965209767,0.000900049896398559,0.243659543241514,0.000870307263270857,0.00939481362930171,0.217459068644699,0.854456998488403,0.637341002944182,0.874310498648003,0.529744575696066,0.274026593025836,0.352435729064629,0.437300365132963
815,3,7,10,1,0.553446870328602,0.088453131216974,0.693743684449602,0.14280282357526,0.600950878542974,0.0552448254507501,0.798406148141806,0.818432546702586,0.17076737447395,0.173936781902351,0.000954100657906156,0.235471792970109,0.809793842987003,0.449198582749162,0.744580493599076,0.594490926160943,0.214800174685499,0.675311023300863,0.768137693860318
890,7,8,10,5,0.701539395192941,0.768584971238906,0.786316221316798,0.597258012960921,0.939499227663398,0.782675373909087,0.970766339209644,0.0544327510213712,0.171127906722599,0.049725109761818,0.0337656368337794,0.935640431625419,0.945962203540988,0.881189035324054,0.969043941134166,0.684108885650523,0.259643812840672,0.395721448623529,0.435140789207127
998,5,10,10,4,0.0954276479267748,0.187494249127409,0.387910931419816,0.694765416987427,0.719962399498817,0.371644106708257,0.78732362181998,0.0657739842678187,0.445979259139462,0.0344673690148494,0.284217404593213,0.806408802492707,0.91532450794171,0.0966809712658869,0.647893064017182,0.367763562884275,0.0778213768626184,0.52098889013154,0.603372026516214
285,10,3,5,1,0.975062055415358,0.0123037814663257,0.0577185652063034,0.94791048959347,0.974176174870903,0.647059220136539,0.972820490879349,0.19716583990918,0.315332869198406,0.0414860402159445,0.288707917441118,0.543751187944762,0.958181554870911,0.993410617675632,0.997269732986418,0.297040358441276,0.28295694834429,0.908962127210665,0.980396914464253
860,10,7,9,5,0.559418147124513,0.0367049829214113,0.817970684472086,0.0254557677076431,0.916679334158637,0.573232584772678,0.683725941251775,0.536122984738229,0.502523123912537,0.4396316973424,0.313128218719549,0.944530885756086,0.999838316825966,0.521891600980237,0.562835232416238,0.716812165245274,0.121569754969936,0.585441201131372,0.734012590542591
831,4,4,3,5,0.889928729372122,0.17445034930543,0.919604997257718,0.961458738020714,0.991562838299761,0.873077940684836,0.880732037017475,0.697674262470915,0.472791575259389,0.292453119602806,0.125411959381189,0.0768109090665355,0.543753164450261,0.844652674194751,0.977508748126226,0.567474185893079,0.163101425253686,0.47908014944992,0.954448821195382
945,2,8,7,3,0.909962376887817,0.525299782877229,0.986577919433648,0.198916869886196,0.865448060055018,0.0465007129286882,0.451619709218747,0.43235154371527,0.743587629515887,0.413750667094644,0.157651533392055,0.423971452720836,0.73421024129543,0.41824777968477,0.656838564377111,0.897549668210419,0.271147614022472,0.486282338716579,0.941399054307065
260,6,7,7,4,0.229731246303138,0.743673454134702,0.996539714021493,0.851312279124069,0.946033167845768,0.0111263533345889,0.842724174641389,0.98236802905139,0.865328370033321,0.693318413121152,0.0226777653836587,0.127701742236549,0.169157502999177,0.683297783614346,0.916537039164188,0.78041753353877,0.618125050538881,0.0501493743902538,0.649440171020598
402,8,3,8,3,0.501051112194848,0.458431657354301,0.658365913445064,0.397597391025606,0.591163997600821,0.560187406882388,0.995958671148817,0.157807529178238,0.699803590679588,0.0986151578066557,0.675912800994442,0.0113536370632239,0.320599159686568,0.459011879551597,0.692780305981067,0.531676141147572,0.0688046200257614,0.421805581630534,0.428615524166052
252,2,9,3,1,0.472916524476046,0.0186919308588607,0.810282085836865,0.500381476213131,0.882685370025451,0.517507561192149,0.992178906882532,0.297860593274119,0.855373417912424,0.189185362162893,0.668606479625671,0.979286567147495,0.992318885316207,0.274331915922719,0.337242812058603,0.640830874566943,0.451313456126152,0.851882362260669,0.936702400113304
984,10,9,10,3,0.493675040343986,0.629517446603603,0.875612202218412,0.0677021959964419,0.9896898446245,0.30946448735306,0.777450800427271,0.420100127130654,0.735421351488237,0.290351087651396,0.383504654995018,0.897833548984677,0.935055816693661,0.814971746719442,0.962599926873637,0.434636887819134,0.148172159637258,0.428713164036185,0.838845741371107
894,5,4,8,4,0.326088253605389,0.8550214719265,0.987425205744291,0.40909516264936,0.995823104094994,0.664191980204708,0.828929409094413,0.275395559354452,0.557121526906569,0.219724537544585,0.509386483254433,0.833401136817038,0.936038392803643,0.428908196277358,0.43995930069296,0.0508172361852368,0.0301205990394035,0.808823609771137,0.855534542629962
573,3,10,5,3,0.134535781104118,0.888930160935409,0.982334378082815,0.951712501435028,0.959825103481932,0.435668716509431,0.522283479132152,0.324329609543667,0.491477684618998,0.20864518013046,0.160641577303558,0.0462535829433706,0.45519151058889,0.721571835976094,0.728081040202745,0.224280184719805,0.191517013408239,0.335014074463933,0.580031269142292
823,9,2,8,1,0.113508944067918,0.0164462820091518,0.539193904989914,0.624259043551702,0.929929635755069,0.117527305036737,0.617503340259019,0.230584225584823,0.999924973729416,0.0305905072787346,0.501478168161089,0.424822816100903,0.940018732767146,0.279863023126707,0.934835942746315,0.278467511396552,0.144921452365981,0.364405060265702,0.845826342226786
832,3,7,7,4,0.711967957605072,0.703683534567943,0.826935042236972,0.217036083028815,0.544556381592912,0.248747774764732,0.76458905550202,0.726231350189238,0.313935961898672,0.63581842461179,0.0626667829162694,0.184133018021751,0.522866378953991,0.383141510335729,0.932509941463893,0.3795891221222,0.261004004344839,0.0585449536559405,0.967303601840335
971,2,4,8,4,0.499130680083879,0.729168541696691,0.74250577104503,0.128638846292999,0.652893891872056,0.126529469901649,0.534764522560478,0.582121635687049,0.662647057445301,0.340537809704267,0.533836182114522,0.220478425285127,0.695772973831538,0.257025019243779,0.936807194427907,0.373009053905867,0.262151516120292,0.768640634455951,0.82288612265629
46,6,7,4,3,0.0188325554741547,0.158471988586453,0.959017538626105,0.759221792012174,0.872937853313701,0.630119176892657,0.699921841077991,0.766877229309571,0.493462021190021,0.281840129523212,0.163894289991793,0.905953734453046,0.991247574537043,0.81725247198951,0.88604202919481,0.993099012213806,0.445940963995918,0.748826366933156,0.901090478363908
288,6,5,3,3,0.194380660688924,0.910923796059634,0.99949960779816,0.262640887864702,0.959683390514149,0.141655215419969,0.336929839212562,0.120671854256489,0.0800030329275876,0.0731750335073632,0.0479955820323033,0.0912494830582291,0.783424677800844,0.957333068873477,0.959464091786642,0.474162697838992,0.167324411259534,0.979273864546022,0.999909562995644
250,7,4,3,1,0.344676366162533,0.127497181808739,0.561985028025215,0.406812221489986,0.958051031649247,0.848087442775862,0.934310169939838,0.230691205827123,0.127891135091637,0.00218197373852157,0.0651616420954047,0.844869585041679,0.97208433111799,0.163617814490176,0.519038899150422,0.786741368543566,0.554173508976887,0.0498404478640063,0.758610051170148
187,8,3,9,3,0.333084708623425,0.319816297112801,0.430607848864118,0.81142975221693,0.95445124545469,0.0666564822151558,0.174991689845847,0.318125393942511,0.274936075860704,0.190171618207465,0.144929615554242,0.325307322069583,0.596918244821667,0.267298751187185,0.600952833826994,0.0318401058056857,0.0233906926349417,0.159462336343643,0.560031803886435
126,8,3,7,1,0.880634545334568,0.986841054503922,0.989150835823966,0.800526740690344,0.878864498157701,0.926431102430611,0.987625318914867,0.813367734031915,0.285973840287351,0.782849391141202,0.0751875478365353,0.958664784929459,0.961635602450144,0.392037212235108,0.551027286258238,0.852165351496055,0.0741648627690339,0.100889469943987,0.36128975224562
66,7,7,7,3,0.274614863437391,0.846864024733426,0.955765724198881,0.278319094315777,0.753130352054796,0.493795344879362,0.646373631281831,0.711377387462277,0.530000837553293,0.608594654162178,0.17798678840678,0.976240337619907,0.981789736617478,0.03787853183595,0.190441976367605,0.222286434193025,0.0389261796551814,0.210629104524641,0.643894755665758
141,3,3,7,5,0.939113497463311,0.676709034237755,0.743954105884148,0.677726320154709,0.994510199917585,0.146884515996999,0.660790356638401,0.28441498609148,0.578495220686309,0.211491466421066,0.207588910732756,0.309606648067758,0.836432228447389,0.474245826164167,0.573681536977444,0.433120752968756,0.176798093631483,0.948396034805383,0.991236624954189
745,9,3,7,2,0.127320779346046,0.927500582815823,0.929058034754852,0.159261830502795,0.866208177657763,0.81656123475933,0.847065157327819,0.226271120730252,0.677240858735819,0.177023795050851,0.493953230594227,0.374281837904057,0.698367808640755,0.00974355156540405,0.26336634513724,0.325292700747168,0.232618744616823,0.110910706989234,0.547906852826365
531,6,7,3,4,0.284121396024548,0.601887842146284,0.798257326840064,0.781423502207524,0.86993819458249,0.503067965844832,0.929305549748983,0.983379328560038,0.841617740778066,0.0186223240108907,0.420021026827979,0.784144707300281,0.793795460235741,0.984039378424757,0.993435335750448,0.970751986352308,0.00283865655596615,0.307139983362402,0.892705479505365
898,9,10,7,2,0.676215743407491,0.176500206035702,0.223128989169011,0.58085847838358,0.800020161233614,0.144248553790688,0.407846587040512,0.175252226219676,0.410062260223599,0.0929107700714017,0.0160283222953566,0.690455149648106,0.933060375107608,0.961430289142556,0.991648883099974,0.764239269817807,0.727136364537555,0.808517931527761,0.946382949315791
577,8,9,6,3,0.0884907688618405,0.137328565725219,0.744588555776677,0.342331018236,0.399351674082632,0.327582029446331,0.336195728376686,0.180328562334622,0.341983444036753,0.0115874637803799,0.125821039631796,0.0769315384794958,0.437058815742713,0.117728286756249,0.511695266242416,0.1167785855853,0.00848729363128108,0.710479579215194,0.893266779635213
393,7,6,7,2,0.241186762430612,0.207860069262609,0.437013046141864,0.429770546813705,0.924489548529864,0.167595751841692,0.30565603203011,0.163099356382107,0.89927089707877,0.133069581021257,0.0524574302428486,0.571320589726558,0.615364426724291,0.723341344839893,0.991034191722856,0.348204349257844,0.334114383222622,0.385206905660056,0.66699646727328
383,5,2,6,3,0.679871014684928,0.610505546753015,0.812254434477286,0.954990302997013,0.964670480927423,0.206968952474673,0.413749932077226,0.257110718709417,0.403070239928504,0.205365164710343,0.00464779171866064,0.427786743335938,0.747612817556286,0.931249843978556,0.94062600025845,0.787214005066478,0.248181357970627,0.612669913626276,0.852226883594216
794,5,5,6,4,0.14740982425136,0.772322679588222,0.896743622889412,0.987902095311345,0.99889291687006,0.310983709696378,0.512945005784768,0.897915647843271,0.87257426740909,0.635634501309476,0.308774683600899,0.0426783320076996,0.449460947232798,0.0347875843137503,0.159389749730148,0.615585217384971,0.0426928336852254,0.323821833585738,0.56801298331935
507,4,5,6,3,0.126849034557072,0.999913104016101,0.99992184762186,0.759588942779158,0.959072797402155,0.29131903083208,0.43302974489541,0.241177803736273,0.12704170485076,0.194512281990958,0.0997618533010799,0.416904944503494,0.724104601038475,0.781340980729461,0.964956444308711,0.6967892415568,0.349544093569929,0.166937695413362,0.181866215728188
549,9,3,4,3,0.152097330800956,0.627620085714827,0.649193546517656,0.49204569394209,0.716331308252101,0.555607147592516,0.591445928919256,0.320160495673632,0.294539541769936,0.23670761957601,0.079338955099543,0.478478370222263,0.716965886575898,0.49976445375504,0.607552638497341,0.553390502029238,0.0436278125763117,0.141039100005012,0.751923402129903
80,4,7,6,1,0.786524907235289,0.282949526420701,0.831795554570766,0.583951403226238,0.907092827143073,0.921190389239206,0.983265572474266,0.254599586981349,0.69748621025437,0.0151673231688905,0.638538616838894,0.660738231803384,0.737267824981008,0.466439001989644,0.535934014424365,0.8774034541314,0.726385001884283,0.443598385325633,0.508717503270212
614,7,5,3,4,0.787263452360476,0.590974438222009,0.997969695137722,0.371308794847014,0.720023835543817,0.958633098659734,0.98527644829206,0.74661635316778,0.01718665201189,0.11477113671557,0.00780354713105486,0.706098901602905,0.983966076770203,0.848296054140478,0.936102491509933,0.189035981435259,0.0893658854770962,0.942882657692581,0.948717171977688
813,6,9,3,2,0.724670435562474,0.778980352364946,0.959891390993098,0.302407363560586,0.688131437207849,0.717567845924268,0.886142546030664,0.0227020484495675,0.87702188593077,0.0197557509258752,0.372383949387074,0.0949956224781461,0.572878886311449,0.734904049792164,0.836715178725352,0.601500125768269,0.0188718280660372,0.567254796067555,0.644576468107139
461,5,5,6,4,0.106755974296783,0.996631852670247,0.998873490655128,0.589638907066733,0.797068242668904,0.0401665277363267,0.522869068248254,0.0345220978686819,0.747446480369917,0.0158644918659632,0.303142721720564,0.683495111293998,0.876622835229536,0.237395347024943,0.783166794645203,0.105759037584299,0.03290268140728,0.199529259535763,0.916667677025906
684,10,8,6,1,0.307560358406464,0.0908311380588449,0.333803567979659,0.990204960665666,0.993314826385181,0.220668659033254,0.678997443641753,0.283684058369836,0.695287211919227,0.282335817756606,0.0847013460201671,0.506465605564252,0.928354663045727,0.453225272260117,0.483054287308589,0.257517153039738,0.169123931042082,0.890669946446456,0.906158937201739
354,6,8,9,3,0.875882302712835,0.705067341053719,0.819828026061075,0.916152564756479,0.949428584747608,0.10359336261102,0.470391468585067,0.450075449963659,0.93433791077889,0.235549217983451,0.841925155893873,0.935194297451316,0.978124384589953,0.28541513940827,0.90733916897543,0.24878193994083,0.0523241919325949,0.188898381033028,0.518562693105744
